PROBEID	LowvsGlass_FC	LowvsGlass_pval
11736857_at	-1.071257574	0.202465348
11754381_a_at	1.085159497	0.202481217
11756050_x_at	1.067319156	0.202548586
11748483_a_at	1.047309738	0.202591271
11753569_a_at	1.072012629	0.202631875
11758977_at	1.095510733	0.202640319
11741926_x_at	1.101593603	0.202661881
11757260_at	1.072805801	0.20268182
11762189_at	1.068631961	0.202740465
11735983_at	1.056170751	0.20279156
11762426_at	1.060225696	0.202829905
11764130_s_at	1.065902997	0.202831215
11759034_at	1.033746061	0.202836745
11737852_s_at	-1.035198344	0.202866505
11723282_a_at	1.075373098	0.202892823
11751181_a_at	-1.056409931	0.202896397
11732753_a_at	1.070856767	0.202908047
11731356_a_at	1.061891459	0.202913316
11749171_a_at	-1.092872649	0.202980043
11762990_x_at	1.069375787	0.203008171
11762305_at	1.05278763	0.203026093
11763568_a_at	1.045304356	0.203057313
11723004_x_at	1.067724062	0.203103837
11740762_s_at	1.074171538	0.203108779
11746980_at	1.054840063	0.203157595
11751144_a_at	1.053665781	0.203161059
11725166_s_at	-1.065247062	0.203212321
11735367_a_at	1.070238955	0.203223861
11720659_at	1.059153347	0.203235508
11751970_a_at	1.047481026	0.203276281
11728421_a_at	1.05578138	0.203280739
11741298_a_at	1.048930976	0.203317365
11763846_x_at	-1.064067231	0.203379698
11725297_a_at	1.054582747	0.203392588
11740625_a_at	1.094589465	0.203404342
11717890_x_at	1.041604196	0.203418511
11753550_a_at	1.053143102	0.203462798
11747280_x_at	-1.053167865	0.203482832
11729394_a_at	-1.049060554	0.203485947
11726025_at	1.058645622	0.203492576
11719948_at	1.046221411	0.203492602
11720992_a_at	-1.090797191	0.203505939
11735265_at	1.057159247	0.203545833
11741530_at	1.059615487	0.203552367
11729384_s_at	-1.084481918	0.203565053
11758880_at	1.079827081	0.203586031
11735711_a_at	1.035004868	0.203597556
11732967_x_at	1.042679185	0.203642136
11739543_x_at	-1.053536531	0.20368967
11726875_a_at	-1.059305029	0.203713841
11757312_x_at	1.055885908	0.203745843
11745200_a_at	1.097519171	0.20375873
11736065_x_at	-1.041644435	0.203765276
11758567_s_at	-1.093456047	0.203800821
11735936_at	1.043616262	0.203817059
11715680_s_at	-1.035343888	0.203818589
11756610_a_at	1.082312653	0.203821225
11744232_a_at	1.040700949	0.203822487
11724132_at	1.07058054	0.203828248
11742574_at	1.074466866	0.203859748
11742269_x_at	-1.059426336	0.203861922
11749401_a_at	-1.070641407	0.203875271
11733049_s_at	1.045745131	0.20396999
11759353_at	1.049032315	0.203978649
11759816_x_at	1.048777667	0.203992751
11752730_a_at	1.073401821	0.204044218
11755052_s_at	1.059290025	0.20404521
11744945_a_at	1.055243961	0.204058568
11735885_a_at	1.075606838	0.20409291
11738170_a_at	1.058322993	0.204101692
11732612_a_at	1.047590387	0.204125524
11732317_a_at	-1.062058076	0.204149805
11753273_a_at	1.046237062	0.204173756
11759521_a_at	1.064781309	0.204192426
11763004_x_at	1.040556754	0.204272741
11742070_at	1.066527084	0.204289736
11728662_s_at	1.045220218	0.20431451
11723393_a_at	1.049438572	0.20432371
11717853_at	1.078606285	0.204358279
11753836_x_at	-1.056553056	0.204384055
11722179_a_at	-1.048263557	0.204412233
11735376_at	-1.055750296	0.204421788
11749582_a_at	-1.066993649	0.204425814
11742970_at	-1.049277974	0.204453273
11758847_at	-1.084498602	0.204479375
11761812_at	1.072036332	0.204499525
11732885_a_at	-1.066503467	0.20451875
11755838_a_at	-1.09040326	0.204534717
11731036_a_at	-1.047601677	0.204573181
11723900_a_at	-1.068466826	0.204578899
11730847_a_at	1.054117957	0.204612676
11737440_a_at	-1.070020195	0.20462724
11750488_a_at	-1.071888763	0.204629843
11718235_at	-1.125270005	0.204638839
11718354_a_at	1.054544546	0.20464101
11740285_at	1.056002114	0.204645287
11762785_x_at	-1.057326475	0.204653324
11725721_a_at	-1.073912856	0.20469403
11730713_a_at	1.069858783	0.204725249
11721438_s_at	1.059837117	0.204731112
11715770_x_at	1.047219052	0.204785567
11764034_at	-1.101244036	0.204788965
11717768_at	1.054799978	0.204815914
11743398_s_at	-1.042215497	0.204870095
11761111_at	1.052019225	0.204874463
11762107_at	1.091472358	0.204903672
11720637_x_at	-1.05019367	0.204903964
11761760_a_at	1.055115685	0.204943905
11760188_x_at	-1.044964931	0.204963672
11751927_x_at	-1.035028716	0.205018023
11750783_a_at	-1.056324351	0.20506397
11736894_x_at	-1.138785319	0.205070649
11726646_a_at	1.056182012	0.205089733
11746490_a_at	1.075961969	0.205126778
11748553_x_at	-1.046780252	0.205140697
11718982_s_at	1.055164931	0.205149102
11747981_a_at	1.048615709	0.205213148
11737623_a_at	-1.069943985	0.205214423
11717673_a_at	1.045993062	0.205218693
11719216_a_at	1.046728194	0.205250583
11760550_at	1.065226986	0.205253306
11760551_x_at	1.065226986	0.205253306
11728350_s_at	1.041055248	0.205256677
11715852_at	-1.052329484	0.205286033
11749122_a_at	1.040348746	0.205287261
11726205_at	1.047888844	0.20532757
11743140_x_at	1.053009529	0.205345576
11759631_at	-1.155588618	0.205351358
11742105_at	1.052806869	0.205370089
11724270_at	-1.054048479	0.205385151
11753609_x_at	-1.05099537	0.205425433
11738245_x_at	1.042985841	0.205460953
11729942_at	-1.058178761	0.205476107
11746245_x_at	1.054393987	0.205511824
11744335_x_at	-1.057840597	0.205539423
11725007_at	1.066694537	0.205637864
11733076_x_at	-1.060960641	0.205652903
11724569_a_at	1.041834992	0.205654905
11747695_x_at	1.072595043	0.205698925
11735673_a_at	1.046762065	0.205703658
11715325_at	1.066386632	0.205723828
11748297_s_at	1.049432649	0.205735575
11730365_at	1.042764549	0.205770675
11759590_a_at	-1.051354649	0.205778864
11715146_x_at	-1.056526091	0.205782382
11739095_a_at	-1.062147804	0.20578294
11720084_x_at	1.040651214	0.205809641
11738595_at	1.035703563	0.205823415
11733137_a_at	-1.050339279	0.20585688
11754852_a_at	-1.057546686	0.205906242
11752062_a_at	-1.053450753	0.205941624
11753647_a_at	1.043621841	0.205951504
11718627_at	-1.063017398	0.2060389
11727859_a_at	1.059887081	0.206116313
11718263_a_at	-1.057139231	0.206130341
11752377_a_at	-1.051379719	0.206151715
11744912_a_at	-1.087525431	0.206166817
11763746_a_at	1.055167354	0.206170028
11760986_at	1.056566784	0.206197448
11758750_x_at	1.040140577	0.206218727
11750882_a_at	1.048677315	0.206232259
11759227_at	1.072346428	0.206270274
11743621_a_at	1.055271755	0.206293918
11760817_at	-1.148586159	0.206296173
11755016_a_at	-1.053545907	0.206299512
11763993_s_at	-1.040066386	0.206325215
11742507_at	1.074121643	0.206344243
11729107_at	1.045700598	0.206347276
11742559_at	-1.089361259	0.206376201
11751911_a_at	-1.050434316	0.206378768
11722479_a_at	1.063080854	0.206393732
11723980_at	1.039386692	0.206409992
11732529_a_at	1.068267177	0.206440614
11725598_a_at	-1.047626411	0.206478033
11756733_s_at	1.039809479	0.206492101
11721357_at	-1.044708965	0.206531601
11759617_at	-1.060613534	0.206595018
11764094_at	1.056098562	0.206629875
11734589_a_at	1.058201614	0.206704769
11755518_a_at	-1.059532092	0.206723029
11741166_a_at	-1.053624553	0.20677641
11730610_a_at	1.045038519	0.206852581
11749415_a_at	-1.071613973	0.206898351
11744949_a_at	-1.036982517	0.206902438
11760451_at	-1.101892911	0.206918036
11756529_a_at	-1.05421015	0.206961406
11730985_at	1.04408115	0.206984393
11730787_at	-1.083139669	0.206992411
11727006_a_at	1.03784079	0.207002988
11757050_x_at	1.044780709	0.207124031
11728606_a_at	1.083957741	0.207150591
11735909_at	1.05798476	0.207159271
11759904_x_at	1.075644109	0.207164682
11749246_a_at	-1.068834389	0.207179479
11757729_s_at	1.094886738	0.207191101
11716673_a_at	-1.046273219	0.207248945
11754451_a_at	-1.051404565	0.20726025
11746354_a_at	1.047640363	0.207262632
11718022_x_at	-1.146336023	0.207271403
11739111_at	1.058801997	0.20727995
11738162_a_at	-1.072098113	0.207316964
11729547_a_at	-1.05214321	0.207333716
11753971_a_at	-1.068999729	0.207360895
11740416_at	1.067201931	0.20740558
11722441_a_at	-1.054330946	0.207425938
11736806_at	1.048723136	0.20744893
11738393_a_at	1.043846023	0.207468073
11753697_x_at	1.051027166	0.207488651
11736689_at	1.052737928	0.207494799
11751334_x_at	1.04218134	0.207529227
11730988_at	-1.04350004	0.207536374
11741062_s_at	1.068599359	0.207582255
11737081_at	1.074198576	0.207670661
AFFX-r2-TagD_at	1.047542301	0.207702765
11752872_a_at	-1.056551898	0.207705065
11737641_s_at	1.090217092	0.207735078
11732752_at	-1.057140595	0.207748469
11717817_a_at	-1.050289473	0.207755027
11737145_s_at	-1.037518994	0.207818627
11761218_x_at	1.054606312	0.207836696
11717135_a_at	1.074674382	0.207845656
11738211_at	1.037309346	0.207871828
11732050_at	1.071105859	0.207885703
11720457_at	-1.085506518	0.207892447
11720289_a_at	1.09343501	0.207893825
11752354_a_at	-1.0722347	0.207926705
11751678_a_at	-1.063366766	0.20794829
11726187_at	1.067759237	0.207959345
11750429_a_at	-1.048145237	0.208103438
11733896_s_at	1.050088919	0.208104204
11764251_s_at	1.070198024	0.208111915
11762619_a_at	1.063734947	0.208138729
11738536_at	-1.065180537	0.208226131
11759605_at	1.071505893	0.208228055
11723705_at	1.070496454	0.208284439
11750574_a_at	1.043214599	0.208292445
11724639_a_at	1.069267247	0.208295675
11757582_s_at	1.039925699	0.208305993
11752058_a_at	1.06291589	0.20837185
11762213_x_at	-1.054797162	0.208423764
11727854_s_at	-1.05847824	0.208426641
11734432_a_at	1.061832746	0.208440845
11746852_s_at	-1.046291388	0.208463295
11736352_at	1.052062941	0.208488447
11738736_at	1.056110058	0.208509033
11738331_a_at	1.080711526	0.208526295
11759840_at	1.064159659	0.2085408
11764160_at	1.056880282	0.208578729
11751193_a_at	-1.057669731	0.208593019
11748759_x_at	1.054685452	0.208600574
ERCC-00123-01_at	1.046242697	0.20866007
11744170_s_at	-1.050030329	0.208670076
11755005_a_at	1.059706403	0.208676107
11761338_a_at	-1.083857265	0.208677691
11762994_at	1.048804665	0.208702375
11718316_at	1.05489403	0.208703515
11741087_a_at	1.068548923	0.208705036
11723886_at	-1.066491033	0.208717412
11764161_a_at	-1.073680428	0.208724715
11740029_x_at	1.068225926	0.208736556
11757828_s_at	1.05637938	0.208769994
11752215_s_at	1.052329406	0.208771598
11762558_at	1.046402999	0.208782796
11753248_a_at	1.076612667	0.208824078
11737218_x_at	1.083864145	0.208893063
11734290_at	1.048680824	0.208904994
11763942_at	1.048262394	0.208915783
11726139_at	-1.05757461	0.208935979
11747194_a_at	1.078326067	0.208956279
11731732_x_at	1.056052539	0.208996853
11741850_at	1.064815545	0.209035893
11724063_s_at	1.041259042	0.209084433
ERCC-00156-01_at	1.051121749	0.209129294
11731760_a_at	-1.063355966	0.209143465
11759285_at	1.071826498	0.209155022
11717369_a_at	1.067338803	0.209184443
11750677_a_at	1.056178897	0.209197847
11749781_s_at	-1.041932421	0.209216849
11720470_a_at	1.04642093	0.209221214
11760237_at	1.056941781	0.209232537
11719081_a_at	-1.045498109	0.209236956
11729015_at	-1.07075566	0.209305385
11717211_a_at	-1.044502503	0.209336612
11718909_x_at	1.044083864	0.209350466
11728485_x_at	1.072142121	0.209363737
11734652_s_at	1.034835713	0.209475061
11745588_at	1.051937657	0.209483856
11726079_x_at	-1.049830253	0.209628686
11763224_x_at	-1.061360488	0.209633405
11732763_at	-1.053905238	0.209642602
11715270_s_at	1.06350193	0.209677808
11760932_s_at	1.064840657	0.209733014
11738391_x_at	1.057613935	0.209796454
11721292_a_at	-1.081830109	0.209803977
11753995_x_at	1.047500226	0.209804508
11740900_a_at	1.051290575	0.209825441
11739749_at	1.059277779	0.209828443
11746184_a_at	1.058371252	0.209848836
11720820_at	-1.03874614	0.209963632
11722976_x_at	1.052207138	0.210017616
11750467_a_at	1.046951592	0.210058279
11760750_at	-1.060284471	0.210090524
11728373_a_at	1.068959325	0.210102374
11761637_x_at	-1.070224146	0.21013554
11756548_s_at	1.050575431	0.210162274
11740607_at	-1.055714994	0.210170067
11741229_a_at	-1.041941358	0.210184115
11739770_s_at	1.059280711	0.210222421
11741517_s_at	1.071217256	0.210229307
11723676_at	-1.059966533	0.21023467
11734127_a_at	1.072610139	0.210253471
11758757_at	-1.053207805	0.210253947
11745094_a_at	1.04570569	0.210263338
11720774_s_at	1.04318755	0.210268491
11733590_a_at	-1.044659514	0.210277293
11731018_at	-1.061619228	0.210312111
11733776_a_at	-1.055578049	0.210328826
11734084_a_at	1.082226938	0.210338504
11728041_at	-1.056658233	0.210418718
11741274_a_at	1.052336199	0.210422162
11737675_a_at	1.051556286	0.210501335
11760126_at	1.074139152	0.210556796
11727255_at	1.061118904	0.210573237
11734123_at	1.052389312	0.210586604
11757024_s_at	1.038971883	0.210588512
11733468_a_at	1.044303127	0.210656371
11737613_a_at	-1.063746044	0.21067982
11744032_at	1.045259035	0.210737361
11729957_x_at	1.063887597	0.210758605
11757160_at	-1.066221019	0.210804328
11758547_s_at	1.072875872	0.210813732
11736692_a_at	1.06630041	0.210913509
11757093_at	1.050589566	0.210915162
11735934_at	-1.070222494	0.210955579
11743613_a_at	1.049270524	0.2109879
11726556_a_at	1.054331852	0.211021143
11727895_a_at	1.047746083	0.211047025
11730450_at	-1.058162205	0.211077478
11749772_a_at	1.070207617	0.21109024
11762324_at	-1.093487734	0.211094124
11754543_s_at	-1.055466218	0.211113551
11761560_x_at	1.088512969	0.211161802
11733220_a_at	-1.037464811	0.21122852
11733595_x_at	-1.065951377	0.211251273
11738239_at	-1.053863035	0.211282787
11740110_a_at	1.058455525	0.211285168
11762015_at	-1.111418883	0.211296216
11761737_x_at	1.089127421	0.211312003
11735483_at	1.056425505	0.211336932
11759268_at	-1.063759418	0.211354015
11723870_at	1.092558309	0.211414435
11746816_a_at	-1.053755762	0.211417907
11737264_at	1.079123769	0.211442298
11761381_at	-1.05256652	0.211545259
11753002_a_at	-1.054070135	0.211587891
11734426_x_at	1.063771378	0.211601927
11735899_at	1.095156276	0.21161481
11754376_a_at	-1.046709594	0.211695283
11715252_at	-1.072732195	0.211712647
11736392_at	-1.057594295	0.211725774
11746693_a_at	1.090211699	0.211726232
11734298_at	-1.089050132	0.211768798
11736731_a_at	1.056777657	0.211798622
11719263_x_at	-1.076869997	0.211853609
11738215_a_at	-1.068947313	0.211865038
11715117_x_at	-1.054003711	0.21187619
11761096_at	-1.051257625	0.211879848
11746962_x_at	1.035092134	0.211882413
11741141_x_at	-1.086303766	0.21190489
11761056_at	1.07675878	0.211914213
11746790_a_at	1.04703393	0.211931295
11743238_at	1.11373505	0.211931511
11761875_x_at	-1.060574982	0.211979562
11732086_a_at	1.044334802	0.212015571
11732544_a_at	1.04540097	0.212063495
11722198_a_at	1.077457435	0.212093607
11728080_a_at	-1.056447774	0.212095139
11739993_x_at	-1.073390344	0.212102859
11753043_s_at	-1.045064614	0.212113267
11754200_a_at	-1.057240509	0.212115645
11749675_a_at	1.072843934	0.212143074
11732561_a_at	-1.045900452	0.212151527
11715518_a_at	1.052521932	0.212159922
11720395_a_at	1.049016407	0.212185885
11750147_a_at	1.041048556	0.212188508
11750912_a_at	1.071275511	0.212217539
11750687_a_at	1.053781894	0.212354616
11723889_a_at	-1.07946336	0.212414115
11727310_a_at	-1.070881309	0.212422101
11759104_at	-1.06565922	0.212464993
11752598_x_at	-1.058764333	0.212477783
11759790_at	1.073959374	0.212527161
11760334_at	1.073527932	0.212534082
11737939_a_at	1.044143402	0.212553781
11752355_x_at	1.052667456	0.21257381
11754669_a_at	1.063439174	0.212575568
11728702_s_at	-1.056427029	0.212605992
11721808_x_at	1.04830333	0.212668803
11761873_x_at	-1.057427524	0.212690908
11757494_s_at	-1.056558631	0.212695894
11763098_x_at	1.064955248	0.212730282
11721903_a_at	1.047995922	0.212756965
11725330_a_at	1.048602621	0.212793725
11719489_a_at	1.050959188	0.212816769
11762377_at	1.060226638	0.212824672
11725285_a_at	1.053634915	0.21283404
11740881_x_at	-1.059867241	0.212857015
11720795_s_at	-1.079139774	0.212880612
11746661_a_at	1.059067194	0.212889477
11755246_x_at	1.041846664	0.212964686
11731484_s_at	-1.073511266	0.213000249
11748507_a_at	1.040841393	0.213020586
11756113_a_at	1.058289885	0.213031986
11750972_x_at	1.068595123	0.213054063
11741583_a_at	1.052632887	0.213055341
11752785_a_at	-1.049080084	0.213056575
11717709_a_at	-1.059676235	0.213061062
11757594_a_at	-1.047719876	0.213071689
11762097_at	-1.082647298	0.21311137
11715528_a_at	1.068418604	0.213128613
11749545_a_at	-1.070671475	0.213185576
11753103_s_at	-1.039904065	0.213218915
11722876_at	1.061664357	0.21326245
11763496_a_at	1.051710528	0.213266567
11750388_a_at	-1.055101737	0.213314967
11764135_at	1.066213928	0.21332459
11721744_a_at	1.070145394	0.213365815
11762236_at	1.096126891	0.213385515
11719002_at	1.034507065	0.213396866
11743441_s_at	-1.03519772	0.213404925
11722019_a_at	1.052264468	0.213433719
11735478_a_at	1.070856081	0.213471428
11752599_s_at	1.033984631	0.213499032
11757257_at	1.065296965	0.213508577
11740630_a_at	1.055125362	0.213545929
11745854_a_at	-1.112278172	0.213562195
11762923_x_at	1.05731164	0.213570311
11759999_at	-1.069014159	0.213574703
11721723_a_at	1.062565916	0.213613771
11762354_x_at	-1.053763381	0.213679312
11728905_at	1.03930894	0.213715193
11727588_a_at	-1.056987442	0.213725816
11746141_x_at	-1.068258442	0.213746828
11724466_x_at	1.043404435	0.213816106
11743991_at	-1.040431533	0.213826617
11737644_a_at	-1.046945153	0.213844677
11752574_a_at	1.059643882	0.213864825
11760141_s_at	-1.07755412	0.213897613
11743744_at	1.058722739	0.213910438
11763821_at	-1.053971469	0.21394993
11736716_s_at	1.039147367	0.213971666
11716368_x_at	1.031279685	0.214065506
11747064_x_at	-1.041591584	0.214070867
11756714_a_at	1.036132095	0.214084457
11731904_a_at	1.05395767	0.214096409
11737005_a_at	1.065051779	0.214097117
11736739_at	1.051870204	0.214141891
11762761_a_at	1.077080983	0.214191925
11722071_s_at	-1.089746612	0.214231433
11716699_a_at	1.044266052	0.214255291
11741496_a_at	1.04786254	0.214260294
11753298_x_at	-1.051901845	0.214260749
11761822_at	1.066524633	0.214261305
11763350_a_at	1.0632063	0.214288887
11747167_x_at	-1.048987868	0.214300155
11741362_a_at	-1.075887119	0.214329074
11728340_a_at	-1.044178752	0.214371294
11763382_a_at	-1.194726138	0.214407887
11762759_at	-1.048647402	0.214420175
11755629_a_at	-1.040914198	0.214465976
11747343_x_at	1.063631293	0.214495577
11741653_a_at	1.055765953	0.214500568
11732713_at	-1.051527547	0.214575914
11721854_a_at	-1.034841534	0.214613613
11745492_a_at	1.058114406	0.214622302
11719604_a_at	-1.063609391	0.21466515
11721591_a_at	1.046462486	0.214712765
11754728_a_at	1.061214922	0.214736568
AFFX-r2-Bs-thr-M_s_at	-1.141156477	0.214746125
11726582_at	-1.06742353	0.214748823
11762663_at	1.05526842	0.214755826
11764280_at	1.107096691	0.214760394
11763864_a_at	-1.075622153	0.214760797
11729325_a_at	-1.063788555	0.214767845
11736589_a_at	-1.072416438	0.214904197
11729437_x_at	1.048345651	0.214987285
11762838_at	1.056371204	0.215055517
11752626_a_at	1.070265962	0.215075724
11736476_a_at	1.059448554	0.215085652
11746520_a_at	1.078158535	0.21510923
11763812_at	1.047190301	0.215154135
11752137_a_at	1.053165509	0.215163599
11722148_a_at	1.066779135	0.215165999
11749250_a_at	1.064978612	0.215183155
11740344_a_at	1.046931703	0.215192594
11741638_a_at	-1.046896094	0.21520757
AFFX-HUMISGF3A/M97935_5_at	1.041659082	0.215215846
11756302_x_at	1.066595754	0.215272991
11724278_a_at	1.080457236	0.215278175
11720986_at	1.040533179	0.21536037
11753269_a_at	1.058095948	0.215392588
11722755_a_at	-1.107874349	0.215407945
11745922_a_at	1.039857306	0.215421385
11755422_s_at	1.070677234	0.215438609
11761920_at	-1.070306072	0.215443524
11743171_a_at	-1.048648776	0.215450074
11722117_a_at	-1.064754369	0.21548675
11722160_a_at	-1.047170297	0.215495151
11751971_a_at	1.047190855	0.215569133
11741118_a_at	1.068967476	0.215576912
11737201_at	1.06436116	0.215600941
11748036_a_at	1.061691353	0.215673519
11750719_a_at	1.075086599	0.215675717
11721662_s_at	-1.047672973	0.215688707
11715558_a_at	1.038741268	0.215692715
11744991_a_at	1.048792802	0.215754535
11726149_a_at	-1.066422582	0.21583046
11743862_a_at	-1.041887088	0.215851529
11725737_s_at	-1.03883902	0.215885282
11736711_at	1.044065991	0.215905925
11759783_a_at	1.068082433	0.215934109
11715108_x_at	-1.059340045	0.215934618
11735973_at	1.05609588	0.215935063
11740572_at	1.052753861	0.216019296
11720854_a_at	1.058693433	0.216095065
11722677_a_at	-1.063122317	0.216130127
11750661_a_at	1.043408025	0.216165791
11760105_at	1.062388521	0.216172325
11720922_a_at	1.058049294	0.216173767
11727169_x_at	1.052768677	0.216186284
11717478_at	1.05230585	0.216209763
11717261_a_at	1.041549689	0.216227293
11730059_s_at	1.034980349	0.2163098
11742597_s_at	-1.062910242	0.216315728
11760050_x_at	1.056516246	0.216317988
11717674_s_at	1.035921962	0.216366829
11717775_s_at	-1.070013622	0.216422074
11738728_at	1.040105276	0.216434316
11717976_x_at	1.043412357	0.216444342
11763018_x_at	1.107540448	0.216466135
11743341_a_at	-1.097411643	0.216479276
11734689_at	1.058232549	0.216506994
11731279_a_at	1.064118609	0.216512748
11735612_s_at	1.03616696	0.216519222
11718898_s_at	-1.058767564	0.216535843
11748897_a_at	1.045491567	0.216557014
11715587_at	-1.036155444	0.216564591
11719443_at	1.043162102	0.216564753
11741737_at	1.040212095	0.216572882
11757232_at	-1.063709949	0.216620139
11731680_a_at	1.062571025	0.216718951
11720123_x_at	-1.048310421	0.216720256
11748685_a_at	-1.044989615	0.216728213
11716376_at	1.045501749	0.216775775
11746502_s_at	1.040753257	0.216780028
11751703_a_at	1.063574449	0.216786714
11721718_a_at	1.056383013	0.216804294
11749816_a_at	1.061184024	0.216817954
11726408_a_at	-1.048855733	0.2168487
11727876_at	1.055645882	0.216857446
11755294_x_at	-1.050701339	0.216920253
11731909_a_at	-1.079909154	0.216925373
11763304_at	1.08088567	0.216949457
11743754_a_at	1.035504586	0.216949973
11744704_s_at	1.047627869	0.216958678
11745233_a_at	-1.083808616	0.21703296
11722243_a_at	1.043999004	0.217057758
11763935_at	-1.087332974	0.217101073
11719557_at	1.037297541	0.217168097
11749113_a_at	1.054466391	0.217311763
11734375_a_at	1.074721279	0.217346834
11760834_x_at	1.04463394	0.21738021
11762929_x_at	1.078845546	0.217406935
11721992_a_at	-1.052576006	0.217453664
11741632_a_at	1.046227061	0.217462533
11759850_at	1.061158786	0.217474131
11734488_a_at	1.050328553	0.217487801
11735655_at	-1.041796028	0.217510046
11736578_a_at	-1.053737783	0.217541465
11741976_at	1.058680912	0.217557307
11726314_a_at	-1.114090959	0.217593956
11737473_x_at	-1.053544663	0.217606097
11734571_x_at	-1.042802591	0.217691777
11717509_at	-1.043317383	0.217727281
11715655_s_at	1.048396124	0.217728237
11724151_a_at	1.049451873	0.217759637
11744706_x_at	1.054603619	0.217772382
11760577_at	-1.069301189	0.21778653
11720249_s_at	1.041830048	0.217797009
11743899_x_at	1.037182467	0.21780436
11740389_at	1.064495586	0.217855144
11742510_at	1.084682481	0.217867093
11729684_at	1.053883872	0.21788641
11719631_s_at	1.06462295	0.217927826
11742586_a_at	1.05165451	0.217946789
11735911_a_at	1.071164868	0.217969721
11717203_at	-1.097163623	0.217995449
11715682_a_at	1.036227311	0.218006963
11743438_s_at	-1.056790407	0.218015667
11751455_a_at	1.085861533	0.218020726
11746286_s_at	-1.048870551	0.218038801
11731536_a_at	1.037338043	0.21804255
11734986_a_at	-1.051543578	0.218059433
11731521_at	-1.040319834	0.218072794
11740913_a_at	-1.067062563	0.218116629
11725420_at	-1.043645662	0.218124223
11737214_at	-1.046110803	0.218141005
11741352_a_at	1.07576127	0.218182045
11739338_at	-1.065780267	0.218209932
11759813_x_at	1.055185685	0.218219312
11736769_a_at	1.100799533	0.218237613
11722867_at	1.058491042	0.218269737
11743139_a_at	-1.041609897	0.21829692
11718476_x_at	1.061329161	0.218301079
11761296_a_at	1.065570479	0.218326314
11737293_at	1.055090397	0.218362226
11732833_a_at	1.062824926	0.218376605
11758019_s_at	1.059091025	0.218440793
11751035_a_at	-1.054098567	0.218459231
11721452_a_at	1.052380029	0.218468869
11763999_at	-1.045692719	0.218487768
11751830_a_at	-1.04637951	0.218526001
11720211_a_at	-1.040842193	0.218545028
11755812_a_at	1.072945665	0.218564202
11735556_at	1.069481473	0.218570179
11732584_a_at	1.051738199	0.21862225
11740870_a_at	-1.072269753	0.218634997
11726569_a_at	1.038805839	0.218643078
11750830_x_at	-1.07299552	0.218672477
11730271_at	-1.042815566	0.218749328
11753502_x_at	1.050819963	0.218829592
11758074_s_at	1.053356958	0.219022353
11742175_x_at	1.04808407	0.219085187
11743358_a_at	1.068790636	0.219111409
11741250_a_at	1.046740076	0.219146802
11730314_a_at	-1.075016959	0.219183094
11725563_at	1.04168036	0.21922158
11727775_s_at	-1.033787614	0.219274011
11748912_a_at	-1.043549387	0.219310827
11731867_a_at	1.06423229	0.219329605
11764277_at	-1.084099319	0.219362663
11757503_s_at	1.06399998	0.219366367
11719997_a_at	1.062132508	0.219405608
11725785_at	-1.072161364	0.219421702
11748910_a_at	1.083284935	0.219445562
11726873_at	1.051505186	0.219452212
11731558_a_at	1.056525732	0.219468633
11764046_x_at	1.078367071	0.219479632
11752830_a_at	-1.064265814	0.219493246
11736730_a_at	1.060025377	0.219514683
11719914_a_at	1.083134467	0.219520804
11740370_a_at	1.073076035	0.219522005
11744916_x_at	-1.034954469	0.219585876
11752655_at	1.050653878	0.219662877
11742736_at	1.052715964	0.219671473
11761553_x_at	-1.06948351	0.219694196
11736619_a_at	-1.068439734	0.219731089
11731144_a_at	1.066452644	0.219735501
11761091_x_at	1.077835672	0.219850933
11726547_at	-1.042451464	0.219859762
11758753_a_at	1.067745823	0.219862706
11742376_at	1.046999177	0.219863864
11721011_at	-1.08100816	0.219916733
11748932_a_at	1.044225301	0.219969146
11744644_s_at	1.049924672	0.220051528
11755905_a_at	1.051719905	0.220081256
11740522_a_at	1.046216656	0.220133282
11739940_a_at	1.075170063	0.220159093
11720094_a_at	1.046145024	0.220195011
11736800_a_at	-1.041501687	0.22020282
11722486_a_at	1.056155222	0.22027671
11729367_at	1.078685319	0.220282749
11731747_at	1.060469788	0.220295315
11745657_s_at	1.085569948	0.220326505
11757989_s_at	-1.074527506	0.220350354
11720524_a_at	-1.05268167	0.220356739
11733566_a_at	1.083849532	0.220359976
11762004_a_at	1.050002929	0.220376441
11757610_s_at	1.051141137	0.220393505
11745035_x_at	-1.065222922	0.220398559
11740856_a_at	1.054067331	0.220416829
11724146_at	-1.08256318	0.220438295
11740317_at	1.044904156	0.22046528
11743605_s_at	-1.047768893	0.22049167
11754900_a_at	1.079178161	0.220531075
11730714_s_at	1.037259249	0.220544644
11727052_at	1.058928621	0.22055796
11753179_s_at	1.087615066	0.220573781
11753074_a_at	1.035981894	0.220579041
11763433_at	1.055443344	0.220598513
11746364_a_at	-1.070805876	0.220621089
11754517_a_at	-1.035186766	0.220630794
11746725_at	1.055908407	0.220687498
11740461_a_at	-1.047368118	0.220697802
AFFX-DapX-3_at	-1.088546273	0.220703227
11740948_s_at	-1.067537015	0.22071464
11756778_x_at	1.057701741	0.220734224
11748568_a_at	1.048897374	0.220759
11718171_a_at	1.047728304	0.220772729
11745549_a_at	-1.084776314	0.220905412
11723582_at	-1.046105277	0.220911434
11758549_s_at	1.07393359	0.220916142
