PROBEID	LowvsGlass_FC	LowvsGlass_pval
11727812_s_at	-1.033279662	0.220948319
11755610_a_at	1.051606213	0.220954466
11762062_x_at	-1.061330185	0.221065926
11738039_a_at	1.04567782	0.221068425
11734815_a_at	1.060943539	0.221068806
11724022_a_at	-1.084600064	0.221107419
11735783_a_at	1.047151386	0.221117838
11752755_a_at	-1.046133447	0.22114852
11738378_x_at	1.036481621	0.221183372
11747838_a_at	-1.042440942	0.221206545
11725520_s_at	-1.037621453	0.22134506
11735230_at	1.043950695	0.221425441
11735485_s_at	1.055100334	0.221442236
11729641_a_at	1.040704976	0.221447494
11731748_a_at	1.046152961	0.221454681
11735952_at	-1.07417569	0.221494176
11753458_a_at	-1.039153157	0.221536148
11734704_at	1.066248911	0.221539531
11735665_at	-1.04354199	0.221557543
11726964_at	1.058172019	0.221655588
11725401_a_at	1.043487175	0.221658769
11753763_x_at	-1.044589239	0.221660508
11724416_at	-1.041911774	0.221682488
11762211_x_at	-1.101920116	0.221690518
11726959_a_at	-1.079307608	0.221707024
11731132_s_at	-1.073605445	0.221827294
11746026_x_at	1.051522863	0.221844169
11726490_a_at	1.052431207	0.221896841
11758716_at	-1.058035223	0.221901147
11718153_a_at	1.0716353	0.221915896
11732526_s_at	1.054243704	0.221936807
11758231_x_at	1.058957175	0.222050218
11749719_a_at	1.041555666	0.222054102
11733322_a_at	-1.045605568	0.22205455
11736947_a_at	1.079616553	0.222060531
11724065_at	1.051619748	0.222076805
11715145_s_at	-1.042377311	0.222088279
11760524_at	1.050636871	0.222100154
11718059_a_at	1.050389545	0.222107608
11721390_at	-1.06593251	0.222155664
11733411_at	1.076042745	0.222184163
11762230_at	-1.065447076	0.222195497
11719378_a_at	1.034850255	0.222222845
11744771_at	1.088539147	0.222247753
11730803_a_at	1.043776622	0.22225728
11739032_x_at	1.039615567	0.222359434
11722439_x_at	-1.043813908	0.222430284
11757666_x_at	1.034101561	0.222434851
11754562_a_at	1.062477894	0.22244261
11762008_a_at	1.047689958	0.22244757
11736374_a_at	-1.049573316	0.222460505
11734240_x_at	-1.043243117	0.222471695
11740517_a_at	-1.061636059	0.222498624
11737490_a_at	1.046431091	0.222529425
11731053_a_at	-1.051705694	0.222539098
11741975_at	1.056870857	0.22260838
11723240_a_at	1.037925895	0.222694746
11735546_a_at	1.045863084	0.222706546
11755037_s_at	-1.037307261	0.222717851
11716366_s_at	1.074548546	0.222720263
11755216_a_at	1.054552768	0.22272587
11754266_s_at	1.081131968	0.222735591
11725894_at	1.074531389	0.222873538
11749780_a_at	1.037516879	0.222885931
11733101_at	1.040824902	0.22289226
11728875_x_at	-1.064340624	0.222899648
11734918_s_at	1.060427473	0.222929735
11759361_at	1.059537691	0.222944442
11739882_a_at	-1.042230654	0.222951215
11728926_at	-1.074626423	0.222957213
11718240_at	-1.047928795	0.222963129
11737242_at	-1.044345933	0.222963723
11727046_at	1.044537273	0.223033227
11761866_at	1.04320951	0.223097432
11745311_a_at	1.080313214	0.223137533
11731039_s_at	1.05196369	0.223158132
11716010_s_at	1.04623608	0.22319604
11761277_at	1.072961091	0.223333148
11725820_s_at	1.089496751	0.223361127
11734585_at	-1.041595738	0.223414766
11741952_x_at	1.131902374	0.223425706
11715449_x_at	1.041301297	0.22343905
11738272_a_at	1.043623116	0.223445689
11739186_x_at	1.05720473	0.22347381
11755747_a_at	1.047745991	0.22351491
AFFX-r2-TagQ-5_at	1.054969661	0.223536847
11743219_a_at	1.063226519	0.22354902
11738072_a_at	-1.077233497	0.223608145
11750236_a_at	1.053248931	0.223613476
11760477_a_at	1.074605546	0.223614783
11754853_s_at	1.045397137	0.223618432
11753000_s_at	1.079853931	0.223641913
11727475_a_at	-1.050076041	0.223702315
11731925_at	1.046678741	0.223702813
11763883_x_at	1.066359868	0.223720047
11721324_a_at	1.055639351	0.22372955
11715140_s_at	1.063215006	0.223858961
11729219_at	-1.03759562	0.223860109
11760994_at	1.04617026	0.223876815
11749010_a_at	-1.059622082	0.223938358
11755578_a_at	1.06020276	0.223949368
11719065_x_at	-1.037861209	0.224006309
11736107_at	-1.045473196	0.224030689
11755126_s_at	1.046215875	0.224061711
11762770_at	-1.065320656	0.224075201
11715128_s_at	1.049429229	0.224158587
11720156_a_at	1.056465379	0.224162406
11742034_a_at	1.044763435	0.224176448
11724185_a_at	1.063912288	0.22417803
11737265_x_at	1.089436893	0.22427469
11724153_at	-1.067443261	0.22434519
11763904_x_at	-1.055755177	0.224358803
11761813_x_at	1.078050332	0.224392183
11730280_a_at	1.054733502	0.224411439
11720888_s_at	-1.076667701	0.224422322
11737911_a_at	-1.071416322	0.22447852
11735728_x_at	1.061567599	0.22449136
11762338_at	1.067067499	0.224517776
11731360_a_at	1.040217437	0.224529564
11742490_a_at	-1.082834054	0.224539813
11736314_x_at	-1.056539244	0.224549331
11738958_at	-1.103788214	0.224606622
11759506_a_at	1.046810993	0.224612313
11747321_a_at	1.062695745	0.224612812
11717371_a_at	1.042469234	0.224624669
11749929_x_at	-1.057315254	0.22463128
11723769_at	1.108787055	0.224710514
11738179_at	-1.061240926	0.224739159
11738362_a_at	1.051260544	0.224789105
11748154_a_at	1.055585297	0.224790518
11728467_at	-1.07401899	0.224800246
11760405_x_at	1.086640644	0.224845025
11726535_a_at	1.056003669	0.224853154
11718337_a_at	1.063714913	0.224857371
11725359_a_at	-1.049396694	0.224863326
11748929_a_at	-1.047462604	0.224867332
11746319_at	1.046810514	0.224903974
11719383_x_at	1.034370282	0.224941879
11757425_s_at	1.054430461	0.224946823
11715743_x_at	-1.033666752	0.224949161
11727499_s_at	-1.054935723	0.22495946
11758479_s_at	1.0399654	0.224968493
11724465_a_at	-1.048366255	0.225017761
11759084_a_at	1.09353318	0.225023183
11726973_x_at	-1.049825836	0.225039617
11752679_a_at	-1.037610597	0.225089357
11757270_x_at	1.059531551	0.22511263
11724075_a_at	1.052790803	0.225186958
11726403_at	1.067087108	0.225227738
11738299_at	-1.054711047	0.225254994
11761947_x_at	1.058412907	0.225256257
11747052_s_at	1.055253156	0.225340354
11737978_a_at	1.043972619	0.225360375
11753567_s_at	1.041401228	0.225378687
11719201_at	-1.038341453	0.225380473
11742774_a_at	1.055546147	0.225382153
11758823_a_at	1.059494251	0.22542554
11738319_at	1.068476982	0.225461136
11722014_a_at	-1.033460381	0.225466413
11759286_at	1.05436502	0.225470373
11757025_s_at	1.044838238	0.22551505
11757058_x_at	1.038374482	0.225530108
11741576_a_at	-1.042825032	0.225537904
11746623_a_at	-1.070649589	0.225542362
11751003_a_at	-1.049903846	0.225579007
11758927_at	1.076623661	0.225619408
11740457_at	-1.051484692	0.225658737
11725141_a_at	-1.067274635	0.225668631
11757042_a_at	1.063163896	0.225707509
11733501_a_at	-1.056394648	0.225721967
11753932_a_at	-1.07567638	0.225757196
11732507_a_at	1.068427661	0.225783375
11728670_a_at	-1.037839673	0.225786218
11727295_a_at	-1.054854473	0.225801282
11751191_a_at	-1.065861023	0.225834236
11723811_a_at	-1.042605111	0.22586292
11730673_at	1.069448882	0.22586695
11730655_a_at	1.049093857	0.225944031
11733997_a_at	1.035906539	0.226005247
11744568_at	1.051337439	0.226025712
11760670_x_at	-1.053192555	0.226049516
11748350_a_at	1.041588828	0.226052312
11719302_a_at	-1.050147722	0.226062493
11733732_a_at	1.038818018	0.226101137
11761953_at	1.066705727	0.226190764
11737409_x_at	-1.077056315	0.226193946
11746280_a_at	1.049753834	0.226205794
11734136_at	-1.082934602	0.226212563
11745799_s_at	-1.05138558	0.226244227
11755474_a_at	1.04318852	0.226297857
11724174_at	1.071324673	0.226329164
11715294_s_at	-1.043707834	0.226351832
11727536_x_at	-1.042292874	0.226359149
11733181_at	-1.041589705	0.226361615
11741127_s_at	-1.031968794	0.226364448
11724294_at	-1.066103194	0.226371757
11721771_a_at	-1.082788637	0.226388157
11759666_x_at	1.070349929	0.226414605
11717297_at	1.07325972	0.226429354
11730128_a_at	1.069194246	0.226550942
11721690_a_at	-1.042754738	0.226551303
11732615_at	1.04734665	0.226574089
ERCC-00142-01_at	1.036998627	0.226575592
11754355_x_at	1.033668069	0.226634581
11762380_a_at	-1.056998477	0.226702555
11734471_at	1.040839444	0.22677845
11718370_a_at	-1.077773065	0.226787227
11760313_a_at	-1.067418734	0.226799238
11725860_at	1.069798905	0.226811239
11725198_at	1.0668287	0.226815968
11749743_a_at	1.061552243	0.226818077
11751361_a_at	-1.044862265	0.226836472
11716522_x_at	1.063668024	0.226839763
11756588_a_at	-1.061103684	0.226903864
11760464_x_at	-1.206017025	0.226908844
11719328_a_at	1.032766699	0.226982327
11751243_a_at	1.049581041	0.226995117
11732986_at	-1.049423926	0.227032119
11759739_x_at	1.044152531	0.227033688
11758503_s_at	-1.074427163	0.227056453
11734427_at	-1.045510757	0.227146507
11763974_at	1.054918569	0.227156124
11747432_a_at	1.057777817	0.227171874
11734358_a_at	1.078618847	0.227172479
11749846_x_at	1.055296042	0.227228357
11749628_a_at	1.044481894	0.227229671
11756950_a_at	1.047453157	0.227321827
11753570_s_at	1.055258113	0.227371893
11762078_x_at	-1.059074163	0.227448668
11738637_a_at	1.037097944	0.227518127
11744711_a_at	-1.046576427	0.227540784
11730758_a_at	1.060409221	0.227541598
11754139_a_at	-1.045519793	0.227553653
11751692_a_at	-1.036866505	0.227567965
11731662_a_at	-1.055525396	0.227593705
11752292_s_at	-1.053109358	0.227595076
11718680_a_at	-1.060696496	0.227625289
11754261_x_at	-1.038512789	0.227625973
11761040_at	1.049203569	0.227659538
11727102_a_at	1.075061971	0.227670743
11727126_a_at	1.057016941	0.227694776
11716680_x_at	1.056271763	0.227748286
11730605_a_at	-1.050726192	0.227804806
11741940_at	1.063694421	0.227847301
11752442_a_at	-1.067904931	0.227881692
11739636_s_at	1.115550164	0.227932097
11748120_a_at	1.048304942	0.227939609
11759241_a_at	1.049598124	0.227965842
11758745_at	-1.053473973	0.228003169
11740432_at	1.072107672	0.228005128
11740039_a_at	1.082154872	0.228051833
11731601_a_at	1.046911669	0.228064594
11751446_a_at	-1.041153041	0.228072851
11747307_a_at	1.063537243	0.228188241
11742823_a_at	-1.080285124	0.228214063
11755207_a_at	1.049236188	0.228268552
11761411_at	1.061195929	0.228288691
11747014_a_at	1.061940177	0.228333313
11759169_a_at	-1.045510972	0.228371902
11763839_a_at	1.057248331	0.228382711
11759941_at	1.059074781	0.228410209
11736297_a_at	1.039940708	0.228456629
11746455_a_at	-1.04990705	0.228535161
11757645_s_at	1.04881719	0.228538769
11764123_at	1.039410609	0.22853971
11727776_at	-1.046066154	0.228629983
11736763_x_at	1.034309843	0.22865734
11732879_a_at	1.066705772	0.228704978
11730153_at	-1.043701131	0.228721412
11733202_at	1.082540494	0.228773536
11725938_at	1.064235832	0.228848609
11734220_at	1.055245332	0.228859911
11741956_a_at	1.046380404	0.22888863
11722356_a_at	1.049885095	0.228902665
11758912_at	-1.069715766	0.228932256
11747885_x_at	1.07620996	0.228936764
11731639_a_at	-1.062599927	0.228944403
11729030_a_at	1.046564887	0.228945205
11734065_a_at	-1.036708094	0.228975769
11747057_at	1.049541033	0.228976079
11717930_x_at	1.051177388	0.228986787
11731651_x_at	1.082806305	0.22901392
11718248_a_at	1.059583427	0.229048144
11734418_s_at	-1.044593219	0.229049473
11747175_a_at	-1.082043311	0.229256173
11757204_s_at	1.042437953	0.229286312
11720008_a_at	1.066178814	0.22931701
11720091_a_at	-1.036123364	0.22934876
11763195_at	-1.05740773	0.229373017
11731699_s_at	-1.046881338	0.229392723
11762415_a_at	1.049703817	0.229405414
11743741_a_at	-1.048863012	0.229499637
11742813_at	-1.044473312	0.229504367
11755911_a_at	1.051757866	0.229528199
11757345_s_at	1.044628721	0.229578823
11745637_a_at	1.059925369	0.229616435
11762900_at	1.064212908	0.229617441
11734172_a_at	-1.036561599	0.229624533
11740274_at	1.060995288	0.229639086
AFFX-r2-Ec-bioD-5_at	1.114098386	0.229649878
11744821_a_at	1.070692326	0.229659549
11742619_at	1.065776061	0.229680495
11761513_at	1.072098854	0.229686664
11754492_x_at	1.059945495	0.229708981
11728620_at	1.052337108	0.22975218
11739822_a_at	1.060900394	0.229768207
11747296_a_at	1.056664685	0.229807455
11727418_s_at	-1.051452254	0.229822734
11763838_x_at	1.057120888	0.229868935
11752168_x_at	-1.048433494	0.229904167
11730041_a_at	-1.04888031	0.229919391
11746767_a_at	1.061711431	0.229970718
11740619_at	1.050573321	0.22998008
11743993_at	1.038595104	0.230009094
11751138_a_at	-1.050082245	0.230013932
11724150_a_at	1.033726258	0.230015078
11760422_x_at	-1.095670828	0.230025204
11736845_at	-1.052726556	0.230080209
11726398_a_at	1.076386333	0.230087462
11745166_x_at	1.055709355	0.230120958
11729973_a_at	1.060052338	0.230157349
11736961_at	1.049987641	0.230184453
11752536_a_at	1.064008773	0.230202761
11726154_s_at	1.055418788	0.23031952
11752471_a_at	1.046009915	0.230327207
11729999_a_at	1.051774733	0.23041515
11733482_a_at	1.047593156	0.230423032
11726908_a_at	1.071252181	0.230443394
11749961_a_at	1.045727968	0.230467605
11762248_at	-1.064790687	0.230591096
11724982_s_at	-1.049964376	0.230595167
11746334_a_at	1.060486699	0.230618372
11752919_x_at	1.053024391	0.230629497
11744934_a_at	1.061081092	0.230654459
11737659_x_at	1.051721314	0.230662391
11734901_a_at	1.05054965	0.230685822
11717816_at	-1.038948134	0.230687877
11763252_x_at	1.063346232	0.230758246
11740568_at	1.053977864	0.230792389
11731527_s_at	1.04701171	0.230816622
11730689_a_at	1.063176697	0.230830226
11735974_at	1.065715918	0.230860909
11758515_x_at	-1.056604265	0.230894736
11761053_x_at	1.067518323	0.230898826
11762209_at	-1.06331091	0.230899044
11751539_at	1.068258857	0.230992273
11744002_s_at	1.04499675	0.231016715
11762836_a_at	1.052639492	0.23102691
11743653_x_at	-1.04710397	0.231035747
11730468_at	1.089246749	0.231040798
11734438_a_at	-1.05162953	0.231093503
11754394_a_at	1.076056985	0.231116174
11758619_s_at	-1.077391554	0.231119978
11731337_a_at	-1.053097152	0.23112474
11753005_a_at	1.06924197	0.231188637
11735049_at	1.061276243	0.231202678
11761673_at	1.045580701	0.231215774
11746283_s_at	1.060951415	0.231233109
11735430_at	1.057760871	0.23124731
11731868_a_at	-1.077931593	0.231251037
11716702_a_at	1.041666414	0.231268556
11744203_a_at	-1.043050363	0.231284248
11748989_s_at	-1.051680405	0.231319878
11739488_a_at	1.066494506	0.231327356
11730679_a_at	1.048678752	0.231327412
11746954_s_at	1.056034541	0.231361866
11760965_at	1.066441517	0.231390993
11761621_at	-1.067525244	0.231413999
11746517_a_at	-1.0737218	0.231432753
11718377_a_at	1.088928798	0.231448508
11732410_a_at	1.046934241	0.231455558
11735410_a_at	-1.06330607	0.231510783
11761072_at	1.043193806	0.231521668
11727119_a_at	1.043588975	0.231524115
11721674_s_at	-1.038386617	0.231556745
11717766_a_at	1.066544719	0.231575967
11724603_a_at	1.046833252	0.231603727
11737591_a_at	1.094710932	0.231620947
11744004_at	-1.059273943	0.231661745
11744080_x_at	1.062329387	0.231691629
11746590_a_at	1.049967337	0.231735153
11721576_s_at	1.035711668	0.231767408
11761444_x_at	-1.062478775	0.231770761
11743330_a_at	1.053065375	0.231861864
11760513_a_at	1.064443111	0.231897592
11752728_x_at	1.049192473	0.231942113
11757171_x_at	1.047214739	0.231964241
11715886_at	1.074228368	0.231966622
11761416_x_at	1.054891155	0.232036187
11734428_a_at	1.033714892	0.232043014
11740353_a_at	1.062024725	0.232063423
11745920_x_at	-1.049622484	0.232075784
11721050_a_at	1.074810195	0.232109411
11756019_a_at	-1.031752827	0.232145693
11746649_a_at	1.066182666	0.232201963
11737274_a_at	-1.051392586	0.232216018
11737701_at	1.063441455	0.232243918
11747125_a_at	-1.0530473	0.232275744
11756914_a_at	1.039759605	0.232283241
11720748_a_at	-1.053070146	0.232286766
11743666_at	-1.057553085	0.232287461
11744331_a_at	1.052132602	0.232343298
11723690_at	1.061436039	0.232354111
11751316_x_at	1.040959502	0.232369144
11726111_a_at	-1.055361801	0.232389376
11762884_at	1.079470606	0.232391019
11744159_at	-1.039247653	0.232396077
11746514_a_at	1.040007044	0.2324368
11715742_s_at	-1.033206652	0.232483971
11739725_a_at	1.047581733	0.232552452
11761905_x_at	1.068139238	0.232568423
11761185_a_at	1.093580759	0.232655689
11754987_x_at	-1.041608392	0.232681248
11761888_x_at	1.043609675	0.2327774
11739297_x_at	1.034472409	0.232865408
11749796_a_at	1.044104079	0.232941932
11720372_at	-1.073933218	0.232988009
11720902_a_at	-1.072152242	0.233022415
11718658_s_at	1.04851932	0.233051774
11728314_at	1.061575065	0.2330698
11728227_a_at	1.041669791	0.233229554
11762294_x_at	-1.057831034	0.233257679
11735393_at	1.055371719	0.233270962
11735886_a_at	1.053811198	0.233296954
11726339_s_at	1.042186399	0.233317396
11723310_at	-1.046855064	0.233351091
11724503_at	1.046111794	0.233409127
11749238_a_at	-1.057737187	0.233421621
11763597_a_at	1.063143214	0.233463638
11718729_at	-1.053342264	0.233500042
11724969_at	1.062766723	0.233536559
11733904_at	1.063494489	0.233550951
11726238_s_at	1.063174426	0.233555336
11729971_at	1.043608684	0.233563181
11733208_a_at	1.050659128	0.233581636
11741428_a_at	-1.046855236	0.233592068
11730986_at	1.062892818	0.233640921
11759949_at	1.050869466	0.233646642
11737556_at	1.064109778	0.233675286
11758053_s_at	1.037439075	0.233688048
11715197_s_at	1.064686579	0.233698043
11742494_s_at	1.062552284	0.233698432
11746527_a_at	1.045768554	0.233750054
11724606_a_at	-1.048485747	0.233767923
11762157_at	1.051379899	0.233809549
11742569_s_at	1.066703665	0.23381881
11763241_x_at	-1.058671115	0.233829174
11715393_a_at	1.07528616	0.233830398
11729489_a_at	-1.077726846	0.233837867
11727616_at	-1.054634347	0.233867676
11719157_x_at	1.053441478	0.233900351
11726576_x_at	1.050784012	0.233910581
11720883_a_at	1.05711705	0.233935391
11717781_a_at	1.056908873	0.233961239
11742271_s_at	-1.053689396	0.233980308
11742342_at	1.039693935	0.233990088
11750692_s_at	-1.058614468	0.23399414
11729619_at	-1.06491558	0.234016287
11761509_x_at	1.060578126	0.234076947
11742141_at	-1.079941648	0.234126869
11750525_a_at	1.045535654	0.234153665
11722099_at	-1.046113229	0.234167115
11741541_a_at	1.044992645	0.234185083
11718039_at	1.037424035	0.234188402
11755542_a_at	1.071030254	0.234190834
11725040_at	-1.046097421	0.234202276
11733356_at	1.048760766	0.234254982
11738845_x_at	1.05221879	0.234302618
11727857_a_at	1.045697081	0.234391955
11757643_x_at	1.048950943	0.234432442
11718086_s_at	1.041758046	0.234461887
11761692_at	1.071836233	0.234495386
11746851_a_at	1.037962582	0.234497034
11763052_at	1.074900789	0.23449726
11747735_x_at	-1.056795191	0.234503847
11753064_a_at	-1.044109959	0.234509042
AFFX-BioB-3_at	1.167085821	0.234539863
11727507_a_at	1.056251998	0.234548318
11734119_a_at	-1.075181772	0.234570627
11740774_x_at	1.04313079	0.234615767
11738284_at	1.048776657	0.234642023
11723583_a_at	-1.042282534	0.23466935
11730652_a_at	1.053190721	0.23470448
11759082_at	-1.046043674	0.234763837
11758528_s_at	-1.044307072	0.23478847
11763468_at	-1.065928396	0.234821027
11742977_a_at	1.070247473	0.234885056
11723209_s_at	-1.054546529	0.234911842
11732947_a_at	1.036966581	0.234966447
11759963_at	1.068631912	0.235004871
11734395_x_at	-1.03870544	0.235016695
11741622_s_at	1.047557898	0.235073432
11736306_a_at	1.045141121	0.235113403
