gene	pval	qval	mu0	k	t0
768	AI606181	0.000400921233869291	0.00891423305931253	132.107036445346	-1.86971290247586	-0.707496292120424
769	Efcab2	0.000401563651929229	0.00891690626832706	14.3831660113601	-0.867991186301116	5.24337992099128
770	Clec7a	0.000404070752184557	0.00893771005738794	185.191842462024	1.78538733173687	9.07354773959563
771	Zfp296	0.000404070752184557	0.00893771005738794	185.191842462024	1.78538733173687	9.07354773959563
772	Ttc21a	0.000404070752184557	0.00893771005738794	185.191842462024	1.78538733173687	9.07354773959563
773	Pdpn	0.00040508940693846	0.00894865034007909	15.4647023767922	0.83723455285203	3.89414075676873
774	Synpo2	0.000405668469361804	0.00894986406049375	607.986178154483	0.881728820303926	11.6297775135575
775	Bin1	0.000410717479159195	0.00904956345048054	28.829700821548	0.729562509713478	2.56983419628139
776	Zdhhc17	0.000412613167948876	0.00907961656687501	67.708879589468	-0.524604651640179	0.223562457500904
777	Spib	0.000415384201652421	0.00912882963631498	169.679100223523	0.565455200702436	11.4259138829633
778	Csf1	0.000417694487289028	0.00916780342538231	6.71241575789705	25.3683102410531	4.07455074858552
779	Lrr1	0.000424578239819411	0.00930692942638802	648.539991757403	-0.374525385485964	-8.24258946630361
780	Thbd	0.00042814559144701	0.00936109362298226	2051.00048448725	1.52375454243752	9.48814316855568
781	Zfp951	0.000428127476116483	0.00936109362298226	5.13495326227904	13.4965668017914	4.90155861914988
782	Snrk	0.000430371989302003	0.00938906606861537	1240.31730423869	0.786119986965901	11.7541145486508
783	Cyp39a1	0.00043052463877523	0.00938906606861537	21.3923904966378	-1.19062293476248	5.04735325974274
784	Slc6a9	0.000433309709543557	0.00943775076551758	14.8123862335615	1.99393935304858	5.51267430585126
785	Gbp9	0.000435071114904009	0.00945750396203888	11.9848007137413	145.913912575933	3.02065424100174
786	Alox12	0.000435395304285554	0.00945750396203888	430.201672044383	-0.830281685941754	-3.03338092193787
787	Cenpj	0.000435878169250679	0.00945750396203888	4.80446894209421	-17.115131985076	2.88179305241081
788	Lrba	0.000439575508360162	0.00951355054595454	69.3266798192165	-0.494968383788745	-2.33090845657972
789	Eif3d	0.000439440663910914	0.00951355054595454	6469.37584433694	0.10789169869602	49.8496279181102
790	Tnrc6c	0.00044464602402277	0.00961110823571244	5.79252318436953	-0.686082939419731	4.93310878646475
791	Cbr3	0.00044544443070688	0.00961619355088582	35.2764503589888	15.8028631801516	4.81138364920033
792	1110065P20Rik	0.000446572496548979	0.00962837367559389	52.9204137348373	-3624.78999876424	6.99985392951912
793	B3galt6	0.000447222960188059	0.0096302386736082	12827.2341074557	-0.346424757695063	-15.1350890872185
794	Zfyve1	0.000448607159613082	0.00963574321704778	414.75333858916	0.460740758352221	15.2227065192088
795	Rabl3	0.000448487435278735	0.00963574321704778	1385.47496841783	-0.419696462073653	-7.34172802121628
796	RP23-16D16.13	0.000449853805678733	0.00965038138915836	144.75688057397	-1.98458651890552	-0.67066403798596
797	Nmur1	0.000452391230267719	0.00965967532020278	169.690269158134	1.77142675193985	9.04722919233421
798	Gm20528	0.000452391230267719	0.00965967532020278	169.690269158134	1.77142675193985	9.04722919233421
799	St3gal3	0.00045254979246675	0.00965967532020278	127.649018343468	0.34836366281499	13.2526338765827
800	Cldn10	0.000452391230267719	0.00965967532020278	169.690269158134	1.77142675193985	9.04722919233421
801	Lppr2	0.000455522039190081	0.00971097920250915	166.624884432301	-1.78488404217108	-1.01938273030568
802	Nipbl	0.000458073640598411	0.00975319886141954	58.1292270414621	-0.365430435082849	-4.33538353932303
803	C430049B03Rik	0.000461206527164197	0.00980767454278435	5.9295815746629	-0.627575321880011	1.24328099692117
804	Myg1	0.0004621084404242	0.00981463150333787	1289.5599084307	-0.355577507301402	-8.1639065210673
805	Scaf11	0.000463623669904233	0.009834581102217	685.96708440605	-0.735238405500169	-3.90019178419368
806	Capsl	0.00046431187495692	0.0098369597726605	13.8933850270426	1.16960135628114	1.22797010050307
807	2410016O06Rik	0.000465570850457824	0.00984607233350148	21.3609715831213	-839.447108493087	6.0002258049425
808	Rps12-ps3	0.000465895200601382	0.00984607233350148	4.41608004914475	-1.30737448325186	6.1058419080473
809	Mras	0.000466778995979058	0.00985255640956539	23.8819818246166	1.31508333087981	3.04891831706547
810	Ifngr2	0.000467792335423241	0.00985562203133714	107.15315409852	0.775735100319507	2.97400858131074
811	Gm8186	0.000468078558644555	0.00985562203133714	47.2463114658743	-0.65847052060891	4.87190322016428
812	Dpp8	0.000476082893315073	0.0100073738028241	16.7335039860493	437.476510315956	2.00032352069452
813	Ids	0.000476457888363553	0.0100073738028241	20.3715533181336	31.8364304660157	3.11195314411144
814	Nbea	0.000484760871904239	0.0101443341282314	6.98215763539036	-12.4988480401786	2.80491711869648
815	Dhfr	0.000484490819968084	0.0101443341282314	1821.53638435615	-0.265967555072645	-12.6502176443822
816	Tmem184b	0.000484494044567506	0.0101443341282314	449.173920673725	0.298721456648812	15.1657953199104
817	Ptpn6	0.000487218070875365	0.0101832751263987	15.6145394274017	5.72652031441318	3.56747468245586
818	Ptprg	0.00048808774567474	0.0101889808620316	11.4060981682134	0.582789911490477	4.26787066057985
819	Hspa2	0.000489505297367793	0.0102060957971336	269.732482557044	-1.31349605832725	-1.34941041628792
820	Trrap	0.000493447278392551	0.0102473968304716	343.491223063006	-0.505168891271306	-4.88766104534618
821	Fah	0.000492486782355296	0.0102473968304716	384.705517695345	0.353312842705213	14.2903124190639
822	Gm10275	0.000493886600578481	0.0102473968304716	6.21857569268098	-0.877562779827101	6.4430209026164
823	Msh6	0.000492836475015043	0.0102473968304716	1234.26414146501	-0.405561190277656	-7.36973043254194
824	Nipal2	0.000496013513036214	0.0102790373162699	12.1234317917342	56.6302191206698	4.0032401471917
825	Camk1	0.000497188150800669	0.0102908907431178	38.0045073033689	-0.782876572212574	4.95927645946551
826	Trim65	0.000499743554257293	0.0103312602088348	5.90870670436104	1.63937739789799	3.41524233686005
827	Strbp	0.000502854191466706	0.0103430301571187	814.315825618207	-0.375525168936636	-7.69344976985172
828	Slco2a1	0.000503341418398079	0.0103430301571187	1137.95347201779	3.50739099052519	7.73781410891129
829	Btn2a2	0.000502916167977256	0.0103430301571187	180.789106819242	1.75343575122187	9.11397012001423
830	Fgf1	0.000502916167977256	0.0103430301571187	180.789106819242	1.75343575122187	9.11397012001423
831	Gm26629	0.000502916167977256	0.0103430301571187	180.789106819242	1.75343575122187	9.11397012001423
832	Tpcn2	0.000507426735379137	0.0104144458333343	36.5447253338493	1.43650323225931	3.31049578907294
833	Znhit1	0.000508360349308869	0.0104192440423401	17.9632665962436	-0.660895062527906	7.45469799517701
834	Acadsb	0.00050888085800607	0.0104192440423401	51.4023938172464	3.54835741923851	2.56442361739897
835	Pdcd2	0.00050996487945678	0.0104289344689868	9717.75363277605	-0.134260389944976	-38.6255046825252
836	RP23-323H18.2	0.000515319830236847	0.0104818058827545	201.895457822	-1.75516840811737	-1.1760645214914
837	Rims4	0.000515319830236847	0.0104818058827545	201.895457822	-1.75516840811737	-1.1760645214914
838	Me3	0.000515319830236847	0.0104818058827545	201.895457822	-1.75516840811737	-1.1760645214914
839	Ap1m2	0.000516233236554025	0.0104818058827545	114.358450310824	-1.17710415156465	6.78916982751955
840	Mrpl28	0.000515853007733771	0.0104818058827545	125.252076893152	-0.342015535674992	6.5034217990039
841	Tshz1	0.000514456416688407	0.0104818058827545	400.109751605969	-0.811604310985598	-4.74134655694223
842	Atox1	0.000517872954935372	0.010502611138333	104.623305333753	-0.720821090936016	7.97640275382259
843	Fkbp10	0.00052100731887431	0.0105536429147067	1101.20544079451	0.733833120900763	11.2499104523132
844	Krtcap3	0.000522272342008287	0.0105625001128191	394.937222594013	-0.189001374381441	-14.516179136493
845	AK010878	0.0005226816933317	0.0105625001128191	32.0803826825388	-0.453416482933701	4.28196398142832
846	Lipt2	0.000530574794437168	0.0107093323756608	548.50503910561	-0.308576463043119	-8.61226679588491
847	Cep83	0.000531516827318656	0.0107156804525305	9.16548244282295	-0.456073066196771	-0.285626305906491
848	2810408M09Rik	0.000533225742318211	0.0107248089232341	23.8755604882347	-0.953513577408579	5.37852945739649
849	Gm11974	0.000532794906445635	0.0107248089232341	7.34569326840513	-0.655925505430123	4.19739110472871
850	Sorcs1	0.000535097786377846	0.0107497997649272	198.39672186939	1.83189869794935	9.04221200063441
851	Scamp2	0.000539556693154345	0.0108266393564085	1420.66284339762	0.435243472331787	14.7607168601015
852	Ercc5	0.000542912886111697	0.0108684413168152	9.55422760553385	-0.659482306414057	2.26878181534388
853	Grin3b	0.000542672555436208	0.0108684413168152	5.3667557805349	0.252460128304243	7.27897922288846
854	Arhgef19	0.000552236251132223	0.0110292236541916	384.256127777215	-0.437334275320693	-9.607199712189
855	Phf11d	0.000551805492289565	0.0110292236541916	34.9019335312563	11.9648894903737	4.93738159214679
856	Dyrk3	0.000553620103059669	0.0110439449530922	6.99661746442774	-32.120276364605	3.92396389534597
857	Xpo4	0.000556888451710348	0.01109618109849	23.6686426326081	-117.181246629365	3.33088374485954
858	Gfra4	0.00056422211880032	0.0112194663990689	4999.25698136618	1.05531914656333	11.8116517577026
859	Pdgfc	0.000564389882689163	0.0112194663990689	1513.41219469587	-0.408871557923746	-7.65555971708318
860	Ctsf	0.000565761178785291	0.011233648708067	27.0430937372166	140.49266708584	3.14023129298232
861	Mgll	0.000568764693925373	0.0112801694697673	141.474340956056	0.418088447928241	10.0192051314959
862	Mep1b	0.000569585695521414	0.0112833472583801	31.2894971328712	11.4205621443573	7.12253151076269
863	Mrc1	0.000572091164450272	0.0112936748256102	199.233052002647	1.71587608415746	9.22877562719947
864	Osgin1	0.000572091164450272	0.0112936748256102	199.233052002647	1.71587608415746	9.22877562719947
865	Osr2	0.000572091164450272	0.0112936748256102	199.233052002647	1.71587608415746	9.22877562719947
866	Mcm10	0.000575293524011316	0.0112989508210851	454.693437952164	-0.517912696079264	-8.15594196694384
867	Gipc2	0.000575325713675892	0.0112989508210851	80.9226723225177	51.666275491801	7.02742532247224
868	Whamm	0.000574401715484609	0.0112989508210851	4.9724239236698	1.20643732175055	3.76022936105166
869	Ypel3	0.000575666854904196	0.0112989508210851	7438.4796558557	0.25262443136633	27.715698228061
870	Nr3c2	0.000574901681218755	0.0112989508210851	3.97389196321037	3.62653516233581	5.46315687215064
871	Plch1	0.000580158778672416	0.0113734214100141	9.22013397557411	-3.7379736088578	2.28326774010839
872	A430033K04Rik	0.000581218927900739	0.0113734214100141	154.224710548403	-0.366741848697548	-5.58624288203592
873	Cox10	0.000581459176091727	0.0113734214100141	10.1621759920558	-15.2028124149091	6.91001173414176
874	G6pc3	0.000585565280260384	0.0114406324092979	1393.63895319837	0.107519789078379	40.23188367208
875	Kntc1	0.000587738701261357	0.0114699726431302	338.419564905286	-0.561368539185655	-6.82735357500358
876	Ppp1r9b	0.000590279367945839	0.0114932844778143	9.25764621718507	15.1564494294844	5.07727126168557
877	Slc38a1	0.000589733401776418	0.0114932844778143	1006.63208176033	-0.563924347578086	-5.20976837718394
878	Cox19	0.000592030715987621	0.0115142557018276	41.9072249006029	-2078.02275988259	6.99929196915362
879	Ankrd13a	0.000593853462557461	0.0115365662419013	645.80705684987	0.529994855152332	13.5634483199676
880	Dhcr7	0.000594798163437147	0.0115417879986963	31.3130483158311	-12.8330025200798	3.17144987612489
881	Alkbh1	0.000600018519587925	0.0116298708745555	93.8089907712311	-0.831847865272029	6.77084466847706
882	Zfp758	0.00060911917549888	0.0117928787310872	298.51945145315	-0.202918132875803	-13.0177569153619
883	Ptprk	0.000614901972587397	0.0118913545684059	118.869632487656	3.89581012018303	7.20739591424777
884	Kif2c	0.000616551684482629	0.0119097698690332	235.491484791179	-0.578255076984704	-3.72909708504217
885	Fkbp1b	0.000617453153648599	0.0119137062731113	14.4584976473826	-0.690367277916689	4.60266968484853
886	Slc18a2	0.000621308117483738	0.0119745569008491	3.61809799249702	-16.6921603877618	2.89843816640777
887	Ciita	0.000623996463286015	0.0120128112819301	114.80664007214	0.452550719992111	11.7828800188084
888	Med25	0.000628610379836032	0.0120880077095496	703.428278552255	0.511953007208162	15.372265228408
889	Rhbdd1	0.000632671833099279	0.0121524231968541	37.8898451173348	0.721655783325537	5.36912447953799
890	Serpinb10	0.000634892757316881	0.0121813805887001	126.884862838737	0.267403236425293	22.8378992321375
891	Cda	0.000641484610861825	0.0122675538831619	2.93043727096492	-12.5455939031632	3.88495647774001
892	Zkscan17	0.000642257740193647	0.0122675538831619	11.0248043926112	10.2304463166646	6.23896652543069
893	Gm26848	0.000641238742468293	0.0122675538831619	6.85975957320311	-1.36362633673689	6.02608035881146
894	Zfp959	0.000641669169889576	0.0122675538831619	10.5250625329474	-19.5398635690427	4.03774840397602
895	Ifit1	0.000643559563325212	0.0122786850316663	340.158628841168	0.583562766414097	11.0433762558161
896	Sult5a1	0.000644368751449516	0.0122804026782946	2042.35723546249	0.639707309459606	13.6144549229711
897	Mrpl46	0.000647181873999678	0.0122809365920261	47.7739295187224	-1.06924944911961	6.20817175799883
898	Tmc3	0.000647726491121308	0.0122809365920261	10.6606908290692	-1.9101008515099	4.85623576848078
899	Ccl22	0.000647466311011831	0.0122809365920261	225.201803471047	1.70087977077665	9.33191026546365
900	Ces2c	0.000647466311011831	0.0122809365920261	225.201803471047	1.70087977077665	9.33191026546365
901	Dcaf12l1	0.000648711923518828	0.0122809365920261	1594.58423620698	0.202075823636159	28.255700866207
902	Arxes1	0.000648108782353805	0.0122809365920261	26.7116142259045	-0.999203733039765	5.71899259267546
903	Cenpp	0.000655792354185195	0.0124012295017346	25.5092217718097	-1.29849765217738	4.12058458939688
904	Fgl2	0.000661921295462694	0.0124973286208243	270.467354424712	-1.69201791491083	-1.45406864161413
905	Thoc7	0.000662337924680605	0.0124973286208243	96.0749010840372	-0.654690156758796	6.0616689342337
906	Sik1	0.000664848594829711	0.0125308549727507	348.803934852523	0.300283318885778	15.7056808175257
907	Slc36a1	0.000668618583028679	0.0125741529997772	791.701706963555	0.344627377418592	16.6812196519467
908	Coro7	0.000668152445157606	0.0125741529997772	321.830266211476	0.329773672624078	15.9155797029795
909	Ywhaq	0.000670757386024993	0.0125866517843547	1052.6660893952	-0.129901630904495	-4.84632173948071
910	Dach1	0.00067015009270123	0.0125866517843547	405.966453805858	-0.68087334017069	-6.01763904508311
911	Prr5	0.000681136418988372	0.0127673825363836	11.9467682478033	-2.25964807734965	4.22170254570309
912	Pvrl2	0.000683479833527015	0.0127972605672229	15.0642911013263	-0.995693003759636	4.7604407287646
913	Orai3	0.000689810095722702	0.0129002255747968	41.8924586003477	2.02979217339809	2.07710526406446
914	Meox2	0.000690489937653095	0.0129002255747968	4.93598635455581	-13.6473087708179	2.84951314044292
915	Mef2d	0.000692925374021996	0.012919404402447	215.598539365918	0.993965552035872	9.23453713254152
916	Smn1	0.0006930296575686	0.012919404402447	20.0682641267814	-78.2671344401031	5.98907193079505
917	Mgst2	0.0006955408210685	0.0129520774924381	5.12983639088194	0.965281210648735	4.87599469481778
918	Plec	0.000697811768437299	0.0129802110651801	789.308413347819	1.2449640881503	10.1310181756956
919	Gm14399	0.000699684433434652	0.0130008829002504	3.1044589356905	-0.387445552966117	4.30954100472143
920	Ppp3cc	0.000700882207415981	0.0130089832324297	131.868221060409	-1.90528027369555	-0.713080665346747
921	Topbp1	0.000703404661800071	0.0130416264982606	198.062854674005	-0.357722401824912	-4.93920334966243
922	Ptms	0.00070976120689298	0.0131437819224187	21.9312967039705	0.375198203374778	9.57988892803767
923	Stxbp5	0.000710453895197496	0.0131437819224187	519.000062376874	-0.94056757247831	-3.111351373964
924	Rarb	0.00071307504400252	0.0131779972417609	461.180088074138	-0.668479617703377	-6.48515994007325
925	Oxnad1	0.000713879336231838	0.013178598427562	54.3353865202184	-2.41815496203723	6.7459850711963
926	Avl9	0.000716289183968041	0.013208805729415	67.5377717533793	0.914626683830654	2.51897423412967
927	Aspscr1	0.000718010998942747	0.0132262738057674	144.815692796544	0.19487574671411	11.3604817586747
928	Insig1	0.000723429951220089	0.0133117347489593	687.763215276152	-0.368470423763185	-6.80771875493303
929	Zfp184	0.000724789381584968	0.0133186252693442	11.078307494517	-153.445190017551	2.87546939248673
930	Hist1h1d	0.000725364341794923	0.0133186252693442	35.4653312931416	-11.1895397849683	3.02752825173184
931	Mfap2	0.000726404636630755	0.0133234001880846	315.441150139234	-0.577312987303642	-1.09849852570497
932	Hist1h4h	0.000730357438809942	0.0133815274947624	162.116754682904	-0.175944948810247	-18.1291010924963
933	Slfn8	0.000731443549485801	0.0133870632915536	3.21024057561173	4.69721560203063	5.32490418718334
934	Pspc1	0.000733198056710584	0.013404807298062	30.5711573428884	-472.996116242463	6.99881059623919
935	Creb3l2	0.000737607802362575	0.013471006238656	5750.54129508815	8.31569047178099	7.57311743825292
936	Hmmr	0.000738972731327554	0.0134815153420399	2160.59700089242	-1.11925183627475	-3.10847118231391
937	Prim2	0.000743490206747814	0.0134884965607168	58.8557492588051	-0.542675406868667	2.66895023572071
938	Snrpb	0.000744346716577799	0.0134884965607168	248.528528833156	-35.8143185192801	7.0164248910618
939	Cyr61	0.000740792230442016	0.0134884965607168	200.390007473105	72.1036199006445	5.01668045276012
940	Atp11a	0.000741017362909292	0.0134884965607168	23.0015767098777	41.5118914872637	5.94882309080136
941	Sec61g	0.000744884765563126	0.0134884965607168	182.459954666302	-0.781722408857435	7.12637014018115
942	Atg2b	0.0007446139198791	0.0134884965607168	28.6603157657334	11.2768429109229	6.28495707530211
943	Hist1h2ab	0.000744683035151356	0.0134884965607168	51.8247005012216	-14.6135995642457	2.96426073625319
944	Fam219b	0.000746741367145196	0.0135077919336561	1137.46099539599	0.479671637738677	14.2915305787125
945	A630001G21Rik	0.000751935062771443	0.0135158348756686	200.169999935086	1.67134690924808	9.3132225333928
946	Fam101a	0.000751935062771443	0.0135158348756686	200.169999935086	1.67134690924808	9.3132225333928
947	Mesp2	0.00075174122729094	0.0135158348756686	246.748339171944	-1.6832219823569	-1.42050976966999
948	1110002L01Rik	0.00075155111001446	0.0135158348756686	10.2011347717622	-4.27199977680078	2.65066833767039
949	Gm20667	0.00075174122729094	0.0135158348756686	246.748339171944	-1.6832219823569	-1.42050976966999
950	Pcdhb16	0.00075174122729094	0.0135158348756686	246.748339171944	-1.6832219823569	-1.42050976966999
951	Usp1	0.000758832975612314	0.0136254804327612	674.295629477431	-0.301967230262403	-8.25032971196285
952	Wrap53	0.000759988003185418	0.0136318856537754	35.0907636193874	-2363.88322228782	6.92396186285965
953	Snhg6	0.000762474762948817	0.0136621396139706	22.4258561227011	-0.594660569370305	4.27619551955851
954	Romo1	0.000763698206307989	0.0136697175795757	130.358367009964	-89.0560645472347	7.00392200807805
955	Gm10282	0.000772352590964018	0.0137957038109849	21.0417898945109	-0.715653400704142	4.68282140393125
956	Mt1	0.0007718381893702	0.0137957038109849	9353.1152282152	1.67222517426605	9.89078891037782
957	Cdk14	0.000774397554800909	0.0138033534924638	3.50531168904187	-17.4758496040756	3.94860116425325
958	1110036E04Rik	0.00077385027622322	0.0138033534924638	282.643889165098	0.341216518442344	20.5516815004429
959	Prdm11	0.000779045716815747	0.0138572756878601	314.999887021827	-1.4725773601749	-1.37820060463281
960	Ccdc162	0.000778485209886102	0.0138572756878601	4.70614354242207	18.5283141770526	5.1082559429199
961	Tfcp2l1	0.000781824650883499	0.0138922348995699	1084.31364912469	0.661269998813459	12.782297776253
962	Slmap	0.000783937790254761	0.0139008532776639	642.51693601842	0.854720852298022	10.5214004117884
963	Dynlt1f	0.000783320667820145	0.0139008532776639	49.0024888846335	-3160.5034977576	6.99967040206771
964	Ap3s1	0.000788563600697029	0.0139683734911851	81.2200818281828	-0.805432446695569	6.38107691019049
965	Qtrt1	0.000792105401796666	0.0140165718560413	26.8747429064427	-1.13519043805008	5.19822626498434
966	Gm26882	0.000798788442481706	0.0141201981820058	114.380013915194	-2.45189466848645	7.31619124644301
967	4921524J17Rik	0.000808118514172619	0.0142703534105601	28.0634280582437	-0.398539763073436	4.92903141200226
968	Flot1	0.000810144598888119	0.0142774154918777	27.5902929170093	1.09536876569509	3.05084489666042
969	Pim2	0.000810190654229885	0.0142774154918777	3.47917482408288	4.99124128134034	5.32701935190875
970	Gm16175	0.000825056118464488	0.014524389978247	3.34692535455662	0.508417877305399	3.29960478549914
971	Ccne2	0.000830003843260722	0.014596442458826	99.3520507959788	-2589.16222979918	2.99940624866057
972	Rnf213	0.000831991210097167	0.0146013174754565	947.414345752858	0.791127371461782	12.3635908680446
973	Hist1h1e	0.00083171290322944	0.0146013174754565	70.3125030630389	-28.8786028473365	2.98839915903348
974	Anks3	0.000833063132203738	0.0146051191432351	7.35088448666642	52.7092966804738	3.04730772202485
975	Trafd1	0.000840731666025071	0.0147244450554299	81.2503494036361	1.5150638783536	2.44047925242717
976	Gpld1	0.000843852493600008	0.0147639602261411	13.0569291650795	15.735840288713	5.01278942126998
977	Cnksr2	0.000846869167137767	0.0148015741023997	221.185748269401	-0.417933898733301	-9.78143991959111
978	Aim1	0.000850015153047878	0.0148413688685537	3.49102572972777	-18.5886799399463	2.9110802727352
979	Prr11	0.000853286495035743	0.0148832688347603	266.968304576391	-0.410574542400122	-7.36822820175526
980	Wbp2	0.000855264526361853	0.0148952305850852	3951.81224863721	0.290130586918835	23.6692888795067
981	Kif11	0.000855716866008934	0.0148952305850852	39.574871670994	-0.70285162823352	1.47897702361303
982	Ccl17	0.000857413582920407	0.0149095665396628	446.490353504235	0.887622430401471	12.4683015013857
983	Mndal	0.000864590062516438	0.0149624078415807	223.12894114021	1.63691100808992	9.44132932432982
984	Gm17250	0.000864590062516438	0.0149624078415807	223.12894114021	1.63691100808992	9.44132932432982
985	Lmo2	0.000864590062516438	0.0149624078415807	223.12894114021	1.63691100808992	9.44132932432982
986	Snhg11	0.000866480160329531	0.0149624078415807	1204.24000895086	2.18378955737804	8.73115737995877
987	Dhx37	0.000865068404952778	0.0149624078415807	315.579226713655	1.31253492736663	9.85403563200554
988	E430018J23Rik	0.000867513755725156	0.0149624078415807	5.0399285640029	-27.3447961960726	4.9238109942881
989	Chst5	0.000864590062516438	0.0149624078415807	223.12894114021	1.63691100808992	9.44132932432982
990	Zkscan4	0.000867368264714624	0.0149624078415807	6.21945390028016	-22.2592742483122	4.06728989049408
991	Metrn	0.000868338379656033	0.0149624078415807	9.11664915433723	-1.18129471146739	4.45974908756709
992	Atp1a1	0.000872204554461375	0.0149883417274572	653.843673735051	44.3640613212008	7.02933677307693
993	Gm12454	0.000873095883792207	0.0149883417274572	4.66777026855415	0.89780652015528	5.05190283438977
994	Oasl1	0.000873354416656121	0.0149883417274572	591.300258532344	1.46947408342098	9.37140282971566
995	Usp3	0.000873208858073617	0.0149883417274572	605.170652908369	-0.161780332113038	-12.3105386314468
996	Klc3	0.000875069839077259	0.0150027033856258	172.673417401218	1.83663395179362	8.96054857700587
997	Ptcd3	0.000878997908519322	0.0150097682858759	40.6160971475957	-2.21959444429134	4.75821248125313
998	BC021785	0.000878686455684496	0.0150097682858759	349.488377481678	0.668352617429149	13.5329979033619
999	Cox11	0.000878177765911643	0.0150097682858759	1314.95294721063	-0.212706411029055	-16.2544629988858
1000	Card10	0.000877578100101373	0.0150097682858759	203.860719285712	2.1713170921284	8.59165130636127
1001	Dnajb6	0.000883503693051939	0.0150716374251298	74.5574249565834	-1.81519617947431	7.06209775019893
1002	Arl6ip5	0.000884404196127307	0.0150719421687324	1394.1525464662	0.124884386310187	23.0663736421178
1003	Eif4g3	0.000886084948326896	0.0150855299876671	175.631169452379	-0.314492875142592	-8.13175742980386
1004	Ntf3	0.000887232453289988	0.0150900212872309	652.792513772314	-0.836971653438337	-4.23085573398724
1005	Map3k13	0.000889793467311531	0.0151185206445888	365.311752760193	1.62057817395068	9.5779893837539
1006	Gm17056	0.000895211997276414	0.0151954672619205	335.794768063866	0.763467226281312	12.3765142620932
1007	Slc9a8	0.00089624023329571	0.0151978135290542	3064.59334505032	0.810952745449894	12.1042560400245
1008	Coq3	0.000903447316315532	0.0152963914162265	49.0981136709078	-115.087708449383	6.00586766516998
1009	Tctex1d1	0.000903845100665998	0.0152963914162265	7.90899455625467	-1.30283947502566	5.32908294856525
1010	Atrip	0.000905254929805785	0.0153050823577857	11.8454530076984	-1.29066532841853	7.37826719456127
1011	Frs3	0.000907830635430231	0.0153334480025783	3.09492612679103	-16.8082546960402	2.91029780676489
1012	Gm11100	0.000919191538884159	0.0155099947806185	42.9209760754521	-0.818229632963884	6.32604949620538
1013	Trmt11	0.000920935813989144	0.0155240868308772	20.7519350678531	-16.5511440711265	5.01672501411579
1014	Fadd	0.000928244788796024	0.0156164979971046	5.46985115932983	-3.61195624418445	6.40954037715409
1015	Cdc5l	0.000928246982142255	0.0156164979971046	153.369321280496	-0.345249774275948	-4.38209370417148
1016	Xaf1	0.000930377999912125	0.0156369436284443	61.8062372528434	20.9739923333816	3.99523776819474
1017	Tbc1d4	0.000935198403357793	0.0157025053448748	314.348083417474	-1.56563204034281	-1.40140907627831
1018	Paox	0.000939973808247662	0.0157671834475806	22.0579727324172	-1.23428971557691	5.91309667140632
1019	Fam129b	0.000941239367610716	0.0157684624488311	442.405923549254	0.646033484103344	11.0432689117613
1020	Krt72	0.000941896913668758	0.0157684624488311	166.919715331942	-0.459735439849563	-7.80317869889079
1021	Slc39a4	0.000943234743581772	0.0157753932237045	12.3526639763634	17.4206917367552	6.17513534799534
1022	Gpr87	0.000948596285345689	0.0158340470855943	3715.05234667386	0.461907796476233	17.7341609295445
1023	Zdhhc6	0.000948106480111594	0.0158340470855943	92.955450396885	-0.326834070989297	3.8804213660146
1024	Nrip1	0.000952224121127582	0.0158790811448971	85.8723474793251	-0.297801846169338	-4.79469731999965
1025	Gm10552	0.000956057704973585	0.0159274549952477	2.69534787742799	1.19158511123802	4.03545868284507
1026	Jam2	0.00096284421721902	0.0160248809485692	290.385662407039	-0.403954007482749	-11.0320317117488
1027	Epb4.1l4b	0.0009655515773406	0.0160542928283039	4190.16376270784	2.07398457119492	9.11055264041593
1028	Tcerg1	0.000966508416003392	0.0160545697584377	83.3229823529906	-0.385608032699041	-5.00765229481909
1029	Dixdc1	0.000967904359070384	0.0160621329790922	358.462251457709	-0.516196312152755	-6.79428850862903
1030	Zc3h13	0.000970142660103707	0.0160836466640106	5.46759264043717	-0.747469814818407	3.94751256895335
1031	Ddx11	0.000974434427847585	0.0161391292821779	68.982358263649	-0.481924755754605	-2.82807809714487
1032	Thbs1	0.000975564059563791	0.0161421820553404	6.79766674679401	57.0033239906132	4.04229333967247
1033	Ccdc14	0.000981146329857291	0.0162188332319875	12.8615894258207	-0.826611040943178	1.22779494026257
1034	Mrpl57	0.000985272728174605	0.0162712931395644	87.3159692197742	-1.43883087986749	7.18411381758401
1035	Ndufb6	0.000989270353655033	0.0162743550664868	313.864540267252	-0.287874128039827	4.45324300077935
1036	Mmp19	0.000988018458166575	0.0162743550664868	3.43972000188062	-1.49597522046762	5.33462749184627
1037	Lyrm9	0.000988848617363794	0.0162743550664868	181.7849566124	-0.318780796319175	-9.36791476079176
1038	Ly6k	0.000988330151071942	0.0162743550664868	85.7941733482673	2.83209948966598	7.58835897117416
1039	Mast4	0.00100083936023636	0.0164172266238195	771.010086574736	-0.186457477359644	-14.2851126616475
1040	Lrrc63	0.000999563463084428	0.0164172266238195	219.317240320617	0.420383479122683	17.6197748699405
1041	Zdhhc15	0.00100011040692808	0.0164172266238195	1563.60492041926	-0.534554214034863	-6.23821067425609
1042	Ash2l	0.00100480420823658	0.016466445930756	84.3549796745995	-2.27326696329984	6.58258056732531
1043	Gm17134	0.0010119419906257	0.0165675181514136	500.998431628287	-0.257723238065503	-10.6296510777369
