	C1	C2	C3	RA1	RA2	RA3	high
MT-ND2	106.246864004206	146.480855863353	105.721021465277	287.778112676406	127.859356321152	76.5897470718387	6.88332107448695
OBSL1	115.975690381631	110.949707199529	127.831014779779	116.843416143649	126.197146100401	114.054916597862	6.88317825799963
XRCC2	109.241036487151	109.650116525382	137.102556411717	77.3506416935989	86.9324255997283	83.1594480352109	6.88241543133453
COX7C	114.545524982731	130.585317355533	109.705198126975	81.8131568055167	105.234103569139	108.92121198276	6.88203808200857
EIF2S1	123.254626935122	118.807681298664	111.291587982151	84.396359466295	95.0891764099039	101.361053540146	6.87872767979008
PAXBP1	110.321224202923	109.37465550857	135.016360569414	101.001830968727	122.603662733151	113.834943051181	6.87856388318564
RALY	117.043817799217	122.564019979232	113.287728667031	147.049280377217	146.55854003856	153.386842720973	6.87738147408028
ZNF644	125.588710791224	112.291490658546	115.172864758382	102.101616797296	111.565057466775	122.915030325674	6.8771082707738
CHD1	125.091857599006	108.92121198276	119.126059941177	105.44238146673	107.965235955607	116.732232923926	6.87677681544248
ADH5	116.962990220175	122.702711855318	112.998703282294	96.4664557738329	125.458987182759	128.820418234655	6.87636467363877
MRPL3	117.300683295283	126.289087740115	109.405303773863	73.191975831547	86.6480305820601	95.3021672417385	6.87606421710898
XPO7	121.691578049296	118.621874264734	112.182294684348	136.248040953483	103.589102433618	101.291562008512	6.87567098886099
MBTPS1	112.111818377526	113.825315620696	126.660054079309	122.564019979232	130.250075163056	109.001391806246	6.87476333294656
IL6ST	112.111818377526	121.442951649314	118.591856871774	142.36962371469	174.818620640037	178.291041714958	6.87426354991478
CDK5RAP2	119.992926389098	117.043817799217	114.896483961069	148.174119986405	118.591856871774	115.288452398515	6.87396710467554
VPS26B	117.877335977396	117.15248447879	116.522185851347	110.750389567592	101.220873977199	102.768045996451	6.87261571700273
MED1	127.315950408153	118.237652068129	106.446409886914	144.621753112931	106.24189280913	100.632720673464	6.87059952095435
GAREML	121.833837612789	114.545524982731	114.575985152566	108.911601773527	96.3824102512706	95.1735751555284	6.86956974458647
CDC6	115.608035649144	119.249851010981	115.786760523352	84.9953102521656	92.3851527069257	101.361053540146	6.8687560042036
PUS7	113.038753633814	120.013192648245	117.450568015883	67.18463130291	67.6640343371165	75.6723120597173	6.86787757625339
VDAC2	120.652249616942	119.037312169948	110.750389567592	96.4664557738329	112.80972689979	117.430058244347	6.86704967153978
UQCRC2	113.207860068188	122.915030325674	114.265267343981	87.3356189260679	109.529618169619	116.194402058274	6.86686366052557
HIPK2	130.159586066229	111.642725885626	109.405303773863	208.294843612345	121.214699933409	105.333783794004	6.86680735716857
KIFC1	112.928395910229	116.938301465686	120.196457745985	125.280916422653	117.48527783176	128.00491115172	6.8660395961998
NDRG4	106.436314219464	117.74005242689	126.400333450107	213.165954640463	256.84507030121	231.270504692557	6.8650548237302
MCM3AP	109.959844145875	112.111818377526	128.030691652376	141.126401689708	120.126450192416	113.815689004437	6.86332446726291
SDC2	110.670355881302	123.335019167966	115.488093284941	57.3727485371253	73.0527030328775	80.5280440401699	6.86272133740933
TTYH3	119.384035176067	115.057486641007	114.735424624914	243.363211810927	131.621115688644	127.130598806243	6.86261474866906
APEX1	129.240864440465	108.600211398177	111.742696378058	110.88998967564	95.0891764099039	93.4670249639489	6.8602794415133
SARM1	114.280576527802	114.805512200084	119.249851010981	134.088411628689	109.220844993296	104.318096177079	6.85910938832884
TRIM37	116.045215239648	118.621874264734	113.514696367573	91.4917706709046	93.7123868418641	96.5007869325357	6.85850159029043
PRPF6	113.683843688093	115.990505990167	118.367729450433	121.234951068617	110.190047158445	113.514696367573	6.85795944809096
PHYHIPL	123.825493782209	117.330324950856	107.184627081637	101.736535506106	99.1473245552467	100.992219203668	6.85685029449419
WEE1	118.313004024645	105.611287446108	124.62208050017	98.4942716707683	98.3058788596926	101.83184621671	6.85683365426067
USP47	120.652249616942	114.636211225165	112.552793254872	119.110948686699	123.498087380014	124.62208050017	6.85669602656032
LIN7C	122.52331040408	117.242039847437	108.337273851672	79.9274053679504	85.6458700121059	93.6120624991574	6.85654816292043
RBBP7	114.997011988696	114.054916597862	118.591856871774	90.3088376622839	102.388406005448	104.676977673797	6.85629951131611
WDR33	108.90199241221	117.966860140296	120.982632392594	108.762183990423	129.543718225748	116.37419008883	6.85592683415976
SLC25A39	116.797646386728	108.164590356419	122.915030325674	83.6254789154743	82.330471930366	94.4029639030013	6.85548979943366
FTH1	135.272499323661	115.608035649144	99.2163057386712	189.161194470279	112.451834225939	116.522185851347	6.8551093220334
RIMBP2	111.550037096667	109.37465550857	127.05137434991	135.331981842541	126.986715692616	121.153431597364	6.85465000572162
SOGA1	130.569832066532	110.321224202923	107.605423851538	221.874707293136	118.367729450433	105.957033754401	6.85461711417315
PTPN13	118.621874264734	112.68317833845	115.947153684135	72.5428050679061	69.420883833397	73.3617398036271	6.85455940268515
TSC22D1	111.449059100096	117.519997905326	118.010751052746	96.8589407034646	101.691594100043	99.3102299802415	6.85325919328677
RTN1	99.1473245552467	124.222909386646	125.389080451166	116.767298766563	130.159586066229	124.701291776018	6.85285243173712
CUX1	124.596711353424	115.368632131033	107.329742056391	220.809045274414	156.611793619979	131.000313859711	6.85237849801694
SLC3A2	104.278415531349	127.05137434991	116.398079965821	86.4072559094647	106.371111961118	90.5083210667705	6.85216279280242
PTMS	108.337273851672	120.931256325315	117.685310033601	147.376690941516	144.820610809049	154.958316687125	6.85207322925692
SLITRK6	109.030961588925	111.881196085395	126.340400848458	46.7103521409084	53.640368021111	59.5821095638532	6.85186336085443
GEN1	117.102888693493	106.246864004206	123.714751817397	101.736535506106	114.606453422428	119.249851010981	6.85126101048538
API5	120.460380134085	117.15248447879	108.666063223342	100.762443392917	99.1473245552467	106.456506511956	6.84947209610743
PPP1R14B	119.423966045246	119.126059941177	107.685291682073	100.312351404665	96.5357158042975	111.802731837705	6.84899040584176
BEND4	132.174510896654	108.701627214013	106.505063472616	143.502713120265	123.365829054025	116.298961449111	6.84843603842609
ARHGAP21	115.488093284941	115.172864758382	114.735424624914	101.220873977199	119.264835339927	110.994976890964	6.84714147751466
PAX5	119.992926389098	116.762351942811	108.782012429724	126.570701484216	86.2491477648571	91.1071877491647	6.84651104247219
C6orf62	115.947153684135	115.786760523352	113.340711081442	118.660827602032	123.395840125702	137.12292647156	6.84572414417396
CBX6	118.313004024645	111.565057466775	115.108404187437	103.589102433618	92.435041630965	104.598293377445	6.84501854417067
LONP1	111.992912472884	108.701627214013	124.741886460301	113.754858825199	106.986305297388	114.129427991638	6.8447651739274
GTPBP1	115.288452398515	107.314789036502	122.317348052708	109.261231713778	102.190685568258	106.246864004206	6.84309817533173
LRP3	115.488093284941	112.023328286435	116.823052498759	100.312351404665	99.9937415776711	101.520803489606	6.84247895749599
TMEM178B	115.816888246144	119.595179729746	109.080732367496	140.268769509062	115.796952572224	95.6419925368666	6.84232324810841
RABEP1	113.13809583319	118.237652068129	112.923416813714	107.830942854519	107.485753190115	106.246864004206	6.84222919265108
ABCC1	106.505063472616	114.805512200084	123.365829054025	157.158527596137	122.52331040408	98.7247485709495	6.84154178066746
VGLL4	118.937768775884	114.205446227805	110.88998967564	128.540905538454	134.828662604302	144.18092445219	6.84084535772832
ERBB2IP	117.15248447879	120.430018207909	106.041068320727	116.702121674286	136.475711736504	133.058705705644	6.83759142343763
CXADR	113.375947188135	115.368632131033	113.974613133661	103.503409190677	110.855673691428	114.054916597862	6.83588223484072
MTA1	111.861259416543	109.216198978137	121.947314971992	121.691578049296	112.111818377526	102.477907015247	6.83557463138929
IDS	115.816888246144	116.199383063723	110.670355881302	165.58350502342	143.731507115091	136.406679031431	6.83542848427979
OS9	98.5247638997041	123.784870290135	121.7881114514	119.012422866648	137.420698082861	130.499622959089	6.83411172045163
LIG1	113.375947188135	107.520733545886	121.7881114514	107.005628093793	106.139426389069	105.846551319779	6.83389045596201
INCENP	120.231317357678	106.986305297388	115.319108309607	124.020644491221	105.971880997792	114.129427991638	6.8334796751488
SMEK1	122.141996396002	108.500968745035	111.831991798303	122.262620103644	109.335357904772	103.508061552141	6.83305626116502
KIF2C	111.901136307495	113.038753633814	117.073349520731	100.762443392917	112.111818377526	126.650152821566	6.8326744728942
BMPR1A	113.683843688093	121.153431597364	107.485753190115	95.2975175615518	116.767298766563	107.47579565747	6.83252550855007
C4orf21	105.611287446108	109.745464751126	127.65980438817	85.502548448712	107.675691815598	98.3446827083078	6.83226608907965
GLS	121.214699933409	112.451834225939	108.500968745035	90.6879533163683	100.787495596499	99.5261171560691	6.83204945141275
KLHL42	117.778055461146	113.396203402661	110.475002358955	103.927459599936	105.846551319779	113.984553816279	6.830910543121
SS18	114.054916597862	119.873787797189	107.485753190115	117.450568015883	131.977742734885	147.591315632877	6.82898629442757
NIPSNAP1	107.640552099685	122.23745412932	111.550037096667	94.2736877261152	109.650116525382	120.289098939176	6.82838921998296
RAD54L2	114.545524982731	111.089686684567	115.257804636853	137.420698082861	115.488093284941	113.683843688093	6.82802633277981
NAE1	111.040265053335	115.727366388662	113.974613133661	76.5804572725352	98.9723469576213	99.923405424586	6.8273646871394
SLC7A14	102.30837013039	116.938301465686	122.317348052708	193.598939945243	216.597006429248	182.828521596543	6.82695644157634
NSG1	105.611287446108	120.344233800324	114.997011988696	73.9488160185639	81.8832667077582	87.0165030291243	6.82636533233154
MSL1	116.00532349136	105.512391685996	118.660827602032	115.057486641007	108.233626585182	118.381987468279	6.8233385916146
NCOA2	115.288452398515	109.944887009468	114.575985152566	150.746086711382	147.127135897619	130.359625678361	6.82330059630703
SYT1	104.129980029211	119.669460417879	116.298961449111	78.66362047349	90.1901157530146	80.4225761273555	6.82228243382449
RPS28	115.488093284941	113.825315620696	110.190047158445	98.7048666068313	106.371111961118	106.942055123658	6.82204268906524
THOC5	107.47579565747	118.128769247852	114.084818093611	111.139130312303	105.846551319779	98.4942716707683	6.82201584684991
CTBP2	116.28442113881	116.797646386728	106.585744405386	101.052000262859	114.054916597862	106.7371351606	6.82175069821827
B4GALNT4	107.154247830377	104.318096177079	129.478705336825	129.326000476676	141.748824834632	128.850398883462	6.82165396757862
SUPT5H	114.184830120555	109.216198978137	116.045215239648	119.423966045246	121.947314971992	122.302069897835	6.82160448577692
SUMO1	118.807681298664	120.752492192952	100.81255402872	90.1901157530146	100.867876981364	106.656786723864	6.82130831828658
NLN	113.815689004437	116.620862083325	108.911601773527	80.3037015904414	81.8832667077582	75.3240696165228	6.82108384915097
MLF1IP	105.796586831934	119.403998941455	114.184830120555	78.8229932396911	94.4667499529104	92.8629120456303	6.8200279347961
MAN2C1	100.903065076746	102.662537985258	139.047806724166	113.559557550252	133.325090538702	116.522185851347	6.81934312957317
MRPS27	111.139130312303	119.544489546059	108.337273851672	82.9535258047516	92.8775990064306	100.142679316672	6.81900424946295
PSMA4	113.038753633814	119.873787797189	105.860907874617	82.9535258047516	106.456506511956	111.514975776634	6.8173573970639
SPG20	116.094276390108	115.528231776544	106.656786723864	96.8589407034646	107.113747641188	106.84092226083	6.8160288778806
RECQL4	107.830942854519	99.1473245552467	133.796116989137	112.658595257139	107.815725238318	111.931816406758	6.81600726431619
DYRK2	114.871472070115	114.054916597862	109.080732367496	95.0239404326696	101.520803489606	97.4198044407215	6.81557135126895
ADSL	110.029285279947	117.916465363789	110.019080847947	94.0902888040705	124.387282134935	119.484212352754	6.81499168996041
PDCD6IP	113.325729551404	112.072484707441	112.311693973741	94.6253073363239	111.281405302332	110.219808169365	6.81466142961564
BAP1	108.550438112589	111.742696378058	117.519997905326	114.706283273395	124.937123937586	119.948723056628	6.81434031058015
ATP2B1	108.946518073175	112.291490658546	116.398079965821	121.234951068617	126.570701484216	121.571838630228	6.81383484148725
MOB1A	119.234868564652	113.13809583319	105.333783794004	92.802709603679	114.76457337985	127.762247195926	6.81280926173695
DUT	119.733514608867	114.054916597862	104.02917963655	73.8981418325383	88.0190811013529	88.8530508709316	6.81270416501824
ACSL1	111.772710077094	116.522185851347	108.666063223342	80.0431191084815	79.8317246531233	73.8884018780413	6.81088089375338
STAU1	117.359974096818	111.403200671316	108.164590356419	142.561334588062	109.910197528787	110.024182945643	6.8105093312308
FXR1	116.550687729867	115.057486641007	105.258598634597	119.595179729746	116.199383063723	108.762183990423	6.80960634676826
ACTN1	116.343842876325	106.686961841419	113.60443646214	151.452415356873	123.304216976494	127.522505504538	6.80912216128262
H1F0	112.111818377526	113.464530015887	110.670355881302	143.731507115091	151.487051425079	158.234672049049	6.80833904729864
TUBA1C	123.335019167966	112.78042373757	101.180146720266	88.8829167575898	94.5960579562323	116.522185851347	6.80819798805248
HAUS6	117.630593092395	109.529618169619	109.001391806246	82.3157343381562	88.4990354207799	93.6120624991574	6.80716649759852
PSAT1	115.816888246144	116.199383063723	104.298253967134	71.4674104905991	78.1714620188379	77.8299665483394	6.80691054164854
DCLK1	116.343842876325	111.281405302332	108.079902162415	100.623108149652	103.157706441199	108.550438112589	6.80542474996081
UPF1	109.311390763163	105.234103569139	121.394031901427	121.083589218108	117.630593092395	120.359694119455	6.8044373764363
CLSTN2	96.4521876194954	105.611287446108	136.939809112078	126.226981415015	110.190047158445	124.937123937586	6.80392012513238
ZNF445	113.60443646214	104.647821026332	117.073349520731	154.186685556918	115.222984218146	109.489829076766	6.80284757221279
NUTF2	106.041068320727	120.570484973419	108.600211398177	92.9276404997051	105.373113291986	119.948723056628	6.80169845898834
ACTR2	125.988107575965	116.06974322269	94.9160010488343	177.741544095664	119.484212352754	118.962651168884	6.80152376529375
IREB2	116.421974747045	112.979026162387	105.502180130122	142.760318896078	126.660054079309	110.130023499295	6.80141991502502
UBE2Z	115.388880401026	113.207860068188	106.099654129396	125.280916422653	113.464530015887	116.094276390108	6.80082228488451
TSR1	107.329742056391	110.024182945643	116.045215239648	89.5732134945604	96.1258254991926	91.5863256509606	6.79537539396175
PPP1R15B	108.105008799672	111.881196085395	113.207860068188	122.262620103644	119.645276706909	115.132978086913	6.79498121629531
CHCHD3	113.489610419821	120.260204678128	100.262743893472	72.5175803854844	82.330471930366	86.7876499502392	6.79469124675613
THOC2	109.21155316061	106.208063782679	117.877335977396	116.298961449111	119.645276706909	115.478070391477	6.79429123971746
VGF	110.475002358955	108.164590356419	114.364606800493	225.762047521836	197.817030003258	202.885163509441	6.79405248523564
CEP192	108.233626585182	112.78042373757	111.831991798303	102.992974162239	111.040265053335	108.701627214013	6.79352232997733
RFC3	110.750389567592	112.923416813714	108.911601773527	75.6021013273465	93.5119416891225	94.5665689401243	6.79246089167832
ARGLU1	102.978225520111	105.665919403549	124.896937089931	92.7339534230712	122.492408756413	112.371648920346	6.79138537310386
TET1	112.928395910229	109.37465550857	110.019080847947	128.401427120981	109.810698727868	105.611287446108	6.79133636523539
RNF130	111.550037096667	114.205446227805	106.656786723864	109.929931907584	99.9937415776711	102.52914737894	6.79128892786492
NARF	107.264794876005	108.267705214851	116.962990220175	137.534941809494	128.974992929715	129.703905569818	6.79113343016885
APPL1	120.782165062837	108.105008799672	104.02917963655	96.4664557738329	108.105008799672	114.706283273395	6.79113254352163
RBM5	100.521629840172	102.858883232214	131.129901808356	115.257804636853	139.717365440228	138.926601399286	6.79024587874798
TP53	112.78042373757	107.605423851538	111.291587982151	94.2095989806259	93.2421597035999	99.1473245552467	6.78839352892939
CAMKV	104.215043269864	107.47579565747	120.460380134085	77.3201225104259	80.3433478315999	74.7952513864414	6.78790087338946
ASAP2	113.287728667031	107.830942854519	110.190047158445	121.234951068617	116.298961449111	115.896989755334	6.78677510485435
MEIS1	101.761767461892	110.67996843798	119.504138088975	88.4843921623668	113.834943051181	103.038021397365	6.78673963868775
IST1	104.129980029211	113.694061157391	113.340711081442	103.857592674847	111.139130312303	128.595779071449	6.78525903968666
PIK3C2A	117.519997905326	106.267268616029	107.264794876005	104.577918224488	112.451834225939	117.15248447879	6.78444959854464
SLC6A15	102.676843701175	116.343842876325	112.072484707441	57.4876385853987	75.1793412523944	71.3169804953973	6.78416880196116
WDR3	113.974613133661	109.85057546983	106.917130067725	66.1937030548834	74.3152535769595	72.2780058582781	6.78410550889452
FAM20B	112.451834225939	114.706283273395	103.357289658078	99.576788274109	96.9090503820698	101.911910671672	6.78215344221752
SART3	108.691460900498	104.993659532111	116.823052498759	98.5899497527722	96.5357158042975	100.882594537753	6.78214478883828
WDR36	114.686128243266	110.130023499295	105.502180130122	76.3556087715856	85.0350503102175	85.4423699640417	6.78191337033736
AUP1	98.0228721422522	112.923416813714	120.308935567522	99.2163057386712	118.128769247852	114.195137708942	6.78161579309643
TNRC6A	113.489610419821	101.145501648205	115.947153684135	142.809752185716	117.759052410982	119.037312169948	6.78134278751503
UBE2C	114.184830120555	115.468048367872	100.918067664338	90.0903276698671	100.521629840172	110.645433040788	6.78120591526951
CIT	109.745464751126	103.173166189929	117.384760458138	146.153833463169	122.915030325674	112.928395910229	6.78068093620005
CLINT1	109.389982863445	112.072484707441	108.337273851672	87.4712722170249	87.2899108164291	96.6894779270044	6.78033700526677
SNX5	98.1379157586587	109.050740197125	123.714751817397	91.2470545504669	103.322782036357	87.5160266768653	6.77882273574604
FBXO21	108.691460900498	110.024182945643	110.670355881302	92.8433902247287	104.150141226077	109.589607889329	6.77863222143831
PPP2R5E	119.580046624168	116.452124570231	94.8855452893115	111.565057466775	101.180146720266	98.3446827083078	6.77784747988084
H2AFX	132.242807312946	100.918067664338	98.9975369074323	102.834105394294	87.9500766969806	103.508061552141	6.77780228306658
DNA2	105.173727397284	114.364606800493	109.705198126975	81.3828360566499	98.3058788596926	95.7322901309071	6.77720515250081
FDPS	100.038431835772	115.786760523352	113.834943051181	109.389982863445	124.596711353424	131.170035138926	6.7768455651996
UBE2I	105.373113291986	112.78042373757	110.949707199529	114.495432995416	113.355694592022	114.76457337985	6.7768326326676
KDM5B	117.74005242689	101.83184621671	109.705198126975	188.73188480468	162.62801912345	179.147031894478	6.7756648138255
PRELID1	110.750389567592	117.430058244347	100.882594537753	85.502548448712	85.8408236629324	90.3486169193555	6.77445312207439
APH1A	102.101616797296	114.636211225165	112.023328286435	83.915901265939	100.237646617055	106.7371351606	6.77414543744253
RBM14	106.436314219464	104.25939416562	118.152769695352	108.208929403672	101.931650682064	103.077345013646	6.77412995242306
POLDIP3	112.111818377526	112.111818377526	104.240376269568	119.873787797189	107.675691815598	112.998703282294	6.77378650150135
NUDCD3	106.966985990244	114.896483961069	106.395871191945	95.4524004014336	98.1479491814197	98.8001385774526	6.77283699373515
TTLL12	108.105008799672	108.782012429724	111.089686684567	83.3651909418207	87.1646619350853	86.9274399415396	6.77238894828626
IKBKAP	111.772710077094	103.573960937742	112.722758693733	100.177611377216	100.697352146045	99.8143602356001	6.77185891012087
LYPLA1	115.388880401026	116.863783338163	96.6004201832268	68.1177395197131	86.2491477648571	102.388406005448	6.77100068105016
LSM14A	114.184830120555	111.881196085395	101.911910671672	103.173166189929	94.3889834530083	102.30837013039	6.77074327336
TIMELESS	109.450054438194	100.212555622863	118.660827602032	145.80916967536	106.986305297388	94.7551657576432	6.77058275548605
ZBED5	102.648234262522	106.306717804779	119.249851010981	162.517566585287	170.118604358085	174.970114916885	6.77049920374429
CCNB1IP1	103.173166189929	113.038753633814	111.494936406211	75.8118175754177	92.3851527069257	97.2101033061286	6.77014400665758
GTPBP4	106.717145496056	115.488093284941	105.258598634597	72.2433543102264	82.2456188654377	87.144924128925	6.76901425442821
RUVBL2	109.241036487151	109.37465550857	108.337273851672	93.4670249639489	97.3447995328622	108.233626585182	6.76796388101822
GPAM	97.6707170029691	113.325729551404	116.199383063723	84.3363806285135	98.729852339746	99.1473245552467	6.76488147331354
CDC27	112.291490658546	105.124179150681	108.782012429724	99.8447179794229	112.111818377526	125.689725122657	6.76411724369943
BMS1	112.839037675701	107.830942854519	105.124179150681	104.72147163942	98.2172675214405	94.900771947332	6.76223353372935
CDK16	108.691460900498	107.720129826719	109.216198978137	116.620862083325	105.088876884923	118.962651168884	6.76209396628455
CBLB	110.190047158445	102.388406005448	113.13809583319	113.098604579154	115.222984218146	110.750389567592	6.76123321471166
MTCH2	108.691460900498	115.257804636853	101.83184621671	72.7124013640094	90.9732439390235	91.2569332699774	6.76095347613717
TMEM259	103.077345013646	100.431199191549	123.104277240002	112.928395910229	118.272548737244	120.570484973419	6.76046141892811
DDX46	109.680124171427	110.479965408665	105.124179150681	96.0321069482717	99.576788274109	95.5024593564153	6.76024999575999
RB1CC1	111.642725885626	109.650116525382	104.02917963655	98.6442074120056	99.7060494365774	104.771045798701	6.76011780766088
NDFIP1	103.372397517936	115.947153684135	106.246864004206	94.8151454994082	114.520476250254	108.372764751648	6.76010241395872
FAM120A	114.11472742856	102.558799933608	108.711794478421	107.344697159803	101.691594100043	108.105008799672	6.7596711071861
CLTA	111.281405302332	110.130023499295	103.173166189929	97.819249886878	102.388406005448	110.514808531457	6.75668557913062
SSB	109.624658328805	115.668255836005	99.576788274109	83.8556631905124	92.0974553391763	92.5052463788019	6.75600509595747
CDKN1B	110.949707199529	108.461701556503	104.909985822272	111.514975776634	149.218347451251	155.046332764476	6.75593738173518
RAP2A	118.676000389231	108.372764751648	98.1175148296496	96.6894779270044	109.910197528787	126.851798408414	6.75572720532882
ABCF2	107.154247830377	110.750389567592	106.326536301021	79.1037277057667	90.767410006883	89.1545150178285	6.75569036201823
TRIM27	110.029285279947	100.732373085442	113.834943051181	95.9429100832974	100.440925112084	113.60443646214	6.75564233877396
THRAP3	107.154247830377	111.881196085395	105.173727397284	115.438586537712	98.729852339746	107.215014945703	6.7553331853555
DUS1L	97.7593845245305	98.729852339746	130.600804481054	93.6220747007023	107.154247830377	97.3300750611214	6.75519924499066
AGAP1	108.461701556503	105.44238146673	109.929931907584	118.660827602032	85.8408236629324	79.7815656149911	6.75393113236525
C7orf41	113.859919857464	107.965235955607	102.180632390345	88.7523193524448	92.6645351262318	88.8530508709316	6.75350572595694
SNAP91	100.431199191549	99.1473245552467	125.830797796507	70.4253176235395	82.8989076195312	87.2396219224355	6.75230230190096
EI24	110.585083553406	111.514975776634	101.371102691052	88.4843921623668	93.7917989712826	103.077345013646	6.75120309524815
VDAC3	106.636596804966	113.639026533619	103.007724916682	85.502548448712	91.2871582611209	103.372397517936	6.75049404198086
GPC2	100.903065076746	104.387375970664	118.367729450433	116.482282201323	110.019080847947	109.665119322031	6.74992054416164
HIST1H2BN	115.816888246144	104.816332357691	102.428133750088	89.8203633471231	79.5082101168132	114.871472070115	6.74862992509101
GOLIM4	106.099654129396	109.745464751126	106.757128569498	83.0488300806405	99.1473245552467	94.7551657576432	6.74849408371463
TTC28	109.624658328805	106.070357180226	106.82584877713	168.414417700049	133.589466917693	109.359330301312	6.74814107566953
CDC42	109.389982863445	113.325729551404	100.05361321873	78.9628268455987	109.529618169619	117.630593092395	6.74743263960535
SAMD1	116.199383063723	102.388406005448	104.140060139751	97.4198044407215	86.5565950842076	101.145501648205	6.74691616126124
USP11	104.88539732701	107.675691815598	109.529618169619	134.972503603694	120.697680470589	126.481254784369	6.74613201337234
SGSM2	101.031719920662	94.6759677948802	128.920870141461	131.549781676054	134.204786487426	125.142866366145	6.74464429389038
ADCY1	105.234103569139	109.37465550857	107.113747641188	102.834105394294	77.8299665483394	70.2979497710974	6.74453100603585
CCDC50	110.475002358955	108.640671480801	102.180632390345	98.9172569002312	102.662537985258	104.457761167432	6.74199153417438
LPIN1	103.273270470585	108.92121198276	109.001391806246	89.940159929004	95.7425634403179	91.0032859023768	6.74188898862367
KIAA0195	94.4819290874421	103.072298263519	125.830797796507	122.381457577171	115.796952572224	104.25939416562	6.74160687154561
TOR1AIP2	104.598293377445	106.395871191945	109.589607889329	101.001830968727	106.986305297388	110.750389567592	6.73932701543104
UCK2	109.890466692662	107.720129826719	102.858883232214	101.931650682064	87.3549553146337	81.2925054121904	6.73852969068276
ATP8A1	99.2315818672772	103.007724916682	118.962651168884	67.7095185386614	79.44378528164	77.8299665483394	6.73790035503259
AP1G1	109.554811475503	102.858883232214	107.830942854519	119.524067148103	110.475002358955	113.05912710968	6.73755301339136
TFAM	116.797646386728	103.958030033953	99.923405424586	71.9745411228175	83.3651909418207	89.8898008133112	6.73682517429548
C17orf70	104.776107324279	99.515981596269	116.298961449111	102.568557818641	106.456506511956	108.164590356419	6.7365722293451
DIS3	104.387375970664	109.050740197125	106.326536301021	80.5280440401699	91.8332675111868	92.5052463788019	6.73567236107588
LUC7L	107.830942854519	102.205398883326	109.810698727868	105.258598634597	110.750389567592	110.645433040788	6.73560994223094
STRAP	111.449059100096	110.67996843798	98.0228721422522	94.900771947332	91.6969852420939	102.30837013039	6.73517915609811
UBQLN1	113.859919857464	112.634017538898	93.9812754804871	143.169669862577	108.762183990423	104.039052609784	6.73363880833846
ATP5G3	105.113963899837	115.990505990167	98.6849886466991	71.9745411228175	94.6759677948802	102.978225520111	6.73281072750821
MIS18BP1	106.84092226083	104.150141226077	107.995063614051	83.3854399808797	96.3824102512706	96.809490942135	6.73222102293828
HIST1H2AL	126.851798408414	90.2888374623529	104.909985822272	96.6894779270044	80.8622486025014	125.519431716744	6.73216136353522
PHF6	116.199383063723	107.520733545886	95.9429100832974	258.363847181968	255.149286297214	221.652007576599	6.73101132284713
KDM5A	105.113963899837	105.957033754401	107.545761270832	116.398079965821	122.357040410842	115.288452398515	6.73065097755315
SLC44A1	107.640552099685	110.821368326632	100.262743893472	98.759838313386	102.190685568258	102.477907015247	6.72993732421231
NCAPH2	100.351694506267	99.6814337427123	119.504138088975	105.134395394269	115.668255836005	112.06318061098	6.72969694895982
EXOC5	116.522185851347	106.446409886914	96.2167258363204	112.78042373757	111.281405302332	112.78042373757	6.72888671485332
PSMD8	100.903065076746	115.172864758382	102.549042976894	86.5062961889053	108.92121198276	109.220844993296	6.72821781598475
COPB2	108.801844483948	106.208063782679	102.978225520111	104.72147163942	114.997011988696	126.258030758802	6.72750140174674
UBFD1	109.810698727868	106.88655959913	101.220873977199	99.5261171560691	100.923055829852	100.762443392917	6.7267248267688
THY1	96.2926115221445	111.514975776634	110.351496572391	100.177611377216	104.88539732701	115.990505990167	6.72546974773556
ATMIN	108.946518073175	102.30837013039	106.246864004206	82.3746941216064	98.9172569002312	107.995063614051	6.7251776993073
LIMD2	100.697352146045	101.205482471066	116.045215239648	120.013192648245	138.864490739739	141.508314336718	6.72452293384203
XPO4	107.47579565747	105.957033754401	103.75761778253	93.3315730076351	92.435041630965	88.7828033265121	6.72409232772689
PPP1CA	103.498757038321	114.495432995416	99.6814337427123	97.4198044407215	109.760653789486	114.636211225165	6.72395626285909
LPCAT1	102.388406005448	110.88998967564	103.613815861415	76.5299658965408	72.1538290952281	71.4674104905991	6.7219888166852
PIK3R1	106.346358491976	112.451834225939	98.3496377245911	101.511191778619	120.289098939176	96.9596882220029	6.72187934652234
ZNF37BP	103.857592674847	99.4003708076724	113.834943051181	94.4667499529104	97.570078619051	88.2238366824525	6.72148062583245
POGZ	107.720129826719	98.3796238430691	110.821368326632	165.319275074297	129.861343510254	113.172972575015	6.72117465748923
BOD1L1	106.917130067725	106.346358491976	103.077345013646	136.521681416935	119.972663552252	102.190685568258	6.72018650109152
CDCA5	101.88680282077	108.054801356	106.446409886914	83.981262779068	85.6458700121059	97.0996192848702	6.72014207854054
CDK2AP1	105.901540434912	111.281405302332	99.4003708076724	91.4917706709046	110.019080847947	112.371648920346	6.71994260897418
CACYBP	114.054916597862	106.82584877713	96.0819474710875	72.1538290952281	76.4306449817013	87.1844042117412	6.71963176203534
RAPGEF2	103.988609460313	104.771045798701	107.384484950243	117.102888693493	126.197146100401	121.394031901427	6.71933990595219
ENO2	100.521629840172	103.498757038321	112.111818377526	137.18841626441	104.771045798701	112.68317833845	6.71787544953384
