	C1	C2	C3	RA1	RA2	RA3	high
DGKD	72.6321551469233	71.651372709132	84.3060329793674	78.6180663079229	71.251211912844	66.5140962521382	6.24767429735306
TJP1	80.5280440401699	73.5105327480998	74.0667637876398	116.298961449111	95.0092721502232	95.7322901309071	6.24735095215995
HSF1	76.0171097934196	70.725949287682	81.5428721915297	70.2676994189881	75.0248256936446	80.6933027378754	6.24730228951072
UBQLN4	76.0171097934196	75.5726677952261	76.2801683763133	82.0445273625684	63.8321544712432	70.5444291208062	6.2470936798279
MRPS7	70.3122621879532	87.0856300154826	71.5072451843775	55.4293001090662	63.3945806979105	65.6695111093263	6.24669490018307
ATP6V1A	74.5858225473916	76.9867431848623	76.1749974353663	64.4350514405782	70.3122621879532	77.9507721878788	6.24620443245523
CENPJ	75.4934714433705	78.6435199771019	73.6382870519767	78.3427207694133	72.2529854484211	65.4808383816809	6.24597337876738
ATRAID	70.2132351704201	83.8354472605686	74.2349313382459	60.3824382314244	70.9548980128793	72.3728758846035	6.24572862312516
MLH1	70.8654141508864	76.8772309867605	80.1432859235026	57.6674452075489	70.725949287682	72.0152186798622	6.24533467079953
DOCK4	74.3953519797295	72.4525313830071	80.9917987745851	94.6858368649966	101.306265043343	92.435041630965	6.24526956585467
DHPS	72.7124013640094	76.8027617167358	78.1001738692799	67.7095185386614	78.4938876068564	75.1596676980398	6.24482322531078
PSMD11	77.3506416935989	74.68642642564	75.4780762403041	82.6893712452923	72.1538290952281	73.6081762531865	6.24470042251682
SF3A1	81.8232030026885	73.8981418325383	72.0251470210315	96.5800745210359	70.5648049513342	71.7114173393874	6.24411102881654
ADAM22	74.68642642564	77.1754457201144	75.4180744161041	94.4667499529104	90.1901157530146	70.9843552876698	6.24322752692754
RRN3	75.4934714433705	77.0508092944373	74.7161540128785	66.5342809380645	74.5858225473916	77.7299437125664	6.2431221590838
RNF10	78.1411731775841	72.1388816282401	76.8518963701291	86.6430646518098	77.595530167631	84.5858149776758	6.2415750390908
DHX37	78.6983982779904	70.484833964786	78.0211771936458	51.4551635502184	51.2451856648977	48.6597898075037	6.24109906471074
MXI1	75.423050700511	76.9867431848623	74.0667637876398	51.0444751233964	49.075772313557	52.6836882864124	6.23807537788472
CHN1	78.768428900703	77.3506416935989	70.5546163005151	70.7058604649193	76.9917051098403	80.358071040638	6.23785184159901
FIGNL1	74.68642642564	74.400433803297	77.3506416935989	58.9835896507141	67.0140616768903	75.1943678469744	6.23778488276088
ABCD3	76.439930123932	78.2869804003347	71.7661722751423	56.051609315183	62.6044653220646	70.2979497710974	6.23739570592959
PSMD7	77.1754457201144	79.7267939783227	69.7603534465869	64.580355620873	70.4052366454515	72.9173351046162	6.23713273336842
URB2	79.8417914667757	73.738360710238	72.8718299828905	59.3335295973215	56.1511899966413	59.313261192106	6.23690164702576
TUBGCP6	68.3009707061319	68.5108251254933	91.6561812787859	77.4351919398636	87.254774178578	78.0112286847655	6.23675150233146
BNIP3L	77.6905177084356	72.7124013640094	75.8878079204369	98.1277147639804	98.4046610658617	119.484212352754	6.23653079133473
NDUFS5	70.7653422779715	83.5354340121971	72.5025438421435	60.0823491233448	72.2529854484211	75.3240696165228	6.23641571790275
ABCC5	67.4741879027825	71.0749581054483	89.3051263238548	78.733377242521	79.9526052330148	73.7531839795042	6.23606810932569
LARP4	87.3549553146337	73.1622650001958	66.9939226819186	81.8131568055167	65.1342661524047	67.1045278714031	6.23593459883323
C17orf62	69.4109530862434	73.6081762531865	83.7055401717453	76.3556087715856	85.8408236629324	81.5428721915297	6.23537892107463
WDR75	76.5349252310012	72.6521730644278	76.8518963701291	61.9969098929706	66.9438800749945	71.6416066058396	6.23499644624
ADCK3	73.1075998548444	75.9029079618689	77.0010109306405	47.3491437458059	47.0104246328967	46.7799227108654	6.23494607284473
MBTD1	76.6509209043678	74.1059447013298	75.1643176606795	103.072298263519	78.7835837076393	71.3870157437539	6.23457487667871
ARL5A	82.7636221665676	70.9548980128793	72.6872313687665	50.1157305043069	61.2343248556923	66.7285544889554	6.23446176759119
COPZ1	73.5206924518996	83.1747762492169	69.7603534465869	56.7528846059812	68.7464991600304	72.7124013640094	6.2341626896895
CDC42SE1	73.778189696895	71.651372709132	80.6538407000517	74.4550557520226	81.3627259234517	93.0863536226431	6.23390541807751
PHTF2	74.0368877942822	76.5098325717621	75.1643176606795	64.1761672211363	69.0411722079138	68.6819225273629	6.23324054799515
CCSAP	83.6254789154743	71.1652154094652	71.5072451843775	64.7799524302304	71.0599856748821	80.358071040638	6.23299617364531
ONECUT2	72.123937257786	71.2817121019443	82.7486806347247	50.4837945128039	43.3450865440325	37.3593103047161	6.2328435796866
MED28	77.1754457201144	70.6253002702289	78.0211771936458	69.2370331832133	66.2242831496329	67.9526661681321	6.23265901898936
STOX2	76.0171097934196	71.869641085477	77.7943244033602	95.5973921966602	97.3447995328622	92.04734948808	6.23238528180831
GNE	76.8276708076988	76.7423449548307	72.0251470210315	70.8801161245139	75.4130984600239	78.8229932396911	6.23197794994422
POLDIP2	75.4934714433705	76.5349252310012	73.2627323520487	69.5710782297493	67.8040186248072	74.2543819571841	6.23044464140927
BRI3BP	74.0176242487918	72.5428050679061	78.7433264971071	66.4447442174417	63.6630469864351	68.6819225273629	6.22988110235186
AGBL5	77.0212565894594	74.68642642564	73.4819224079576	69.0261764364656	68.8411846807844	74.6662122394159	6.22975879525509
SUN1	66.2393020985257	73.8981418325383	86.3439557241072	83.7751939927115	80.5584496125464	73.1276557137703	6.22970167828358
RPL22L1	76.2049133334601	80.4977742643012	68.7217122441903	47.8490037086136	56.5612469718455	59.0636119945685	6.2284610599597
FAM32A	71.3870157437539	79.0236530570992	74.7161540128785	62.5944570247803	76.5299658965408	76.5897470718387	6.22838357074609
TTC21B	75.0248256936446	73.738360710238	76.1749974353663	59.3831630451458	66.3653364285878	72.8124851440677	6.22829507899597
EHMT1	78.972890515363	71.4775570675413	74.5607376484243	98.0026715476817	87.7252208163483	76.8422703650492	6.2276827469848
KIF4A	77.2505519264615	77.595530167631	70.1788306410655	82.7636221665676	77.3506416935989	84.6356614910485	6.22744632787437
PPP6C	78.2920654566392	76.321146067695	70.3952931046363	59.9518914324527	72.7073351800295	76.8422703650492	6.22740406421522
ATP5L	74.7359359428319	81.2874387220988	69.2218915315995	56.7129320348442	71.7114173393874	71.2358421040198	6.22728239801684
POLR2A	85.1038737330263	80.1432859235026	61.6378722786964	238.093262597911	103.188628255537	58.3266049002835	6.2271359366311
CTNNAL1	75.104050830673	79.6073171851878	70.0896679175536	48.7297800017878	56.1511899966413	59.3985977984256	6.22559261350261
ARFGEF1	73.3872864743693	72.3030005478976	78.942711581555	86.7928607006626	89.6920177668478	81.8933070334151	6.22539201105526
RHOT2	68.0371745842398	68.3213104882552	90.0903276698671	70.4253176235395	78.3427207694133	75.4084503598129	6.22527179538555
LAS1L	75.1943678469744	75.3090963452665	73.9488160185639	64.859596812838	64.8048117667074	62.9657044331644	6.22525335788526
WDR35	71.9147794133441	76.1893733170024	76.3606911833274	51.4551635502184	61.8769247233895	59.761493964731	6.22483084276221
FAM53C	76.6509209043678	70.3800072925785	77.5257935566033	64.2398280189234	72.4525313830071	75.3240696165228	6.2246431538441
SNORD17	68.207008662087	65.5746229817238	93.3921539529961	86.2638716988622	73.5984443584242	68.4856710671704	6.22404774536532
FOXC1	78.972890515363	81.5330963382537	64.8543949359655	178.794681092306	192.019331912988	185.572554319676	6.22391064295105
ZMYM4	81.0225299223047	73.0729165079559	70.4951459494744	79.7719246591009	71.7661722751423	72.1538290952281	6.22365604338894
DAZAP2	75.1943678469744	78.4172236663514	70.5546163005151	59.9518914324527	60.9352504134307	78.3427207694133	6.22210664507961
RNF20	74.305289742747	74.7452389787839	74.8853775261767	61.8919648916495	66.2849115995542	72.7124013640094	6.22197164322149
CASC4	72.1538290952281	76.6252822108204	75.1643176606795	64.5396924267385	74.3152535769595	77.1399510590713	6.22157622237729
DLGAP5	78.6384240092475	69.2917789498105	76.2305050849297	64.620847707718	70.9548980128793	79.7267939783227	6.22135710806267
PRKX	76.290347888202	73.2627323520487	74.305289742747	69.3616678178352	63.4639420283931	66.1691777531921	6.22127641760428
STK24	77.0906776094728	74.6160855200214	71.9552452362419	81.7290784839217	81.5330963382537	85.1982333534266	6.21964240898937
SUV420H1	76.8720099446055	69.8401948728649	77.0906776094728	79.6570975261499	72.3231152577768	79.8725801442239	6.21961888958792
SH3GLB1	79.44378528164	74.5157953619628	69.8900020750795	89.7314919219974	77.2358465421914	75.6723120597173	6.21945033669733
WSB1	64.061440759305	65.2494392044869	98.932209028749	89.2851776898411	112.702966778554	108.054801356	6.21921544096612
BAG5	78.0112286847655	74.400433803297	71.1498280646325	62.0861353173791	62.4846894113274	69.2818632830248	6.21854579470623
DCAF8	63.9820708045729	72.8124851440677	88.6383873182001	80.7331553738611	89.4447799628713	78.8926825662778	6.21852315162396
TBCB	73.2525746069589	77.6455839962827	72.5428050679061	57.9918071406916	70.725949287682	74.9050645774102	6.21813338631901
HSD17B12	68.9916520559352	77.9206042895024	76.7321439937069	75.8878079204369	76.0322554344712	76.0322554344712	6.21801400800513
SNRPB2	73.8684793672908	83.0538163514608	67.2196023995381	53.5816258540302	63.5477798643662	70.4745234885281	6.21789054500445
MELK	79.942654071294	75.0248256936446	68.6164016074628	62.9657044331644	66.7837374087375	73.1276557137703	6.2168904290216
DDX54	75.6977520696935	73.6081762531865	73.788370569864	62.9657044331644	65.1342661524047	66.9036973267447	6.21643140932347
GLRX3	76.1606242662604	79.6073171851878	67.6895841120535	54.7116174540165	63.7129215871381	65.33973251377	6.21555482840712
NFASC	67.5991076068281	75.0792864574609	80.8421024106216	146.406670495493	131.801524135759	107.575588424996	6.21543675548788
KPNA4	73.778189696895	78.0905503191019	70.860745963553	74.4055159739955	68.9212038715726	67.9526661681321	6.21303776901998
MASTL	71.4775570675413	73.0026428029315	78.1001738692799	54.7116174540165	64.1761672211363	67.4741879027825	6.21218302159131
ADAMTS9	65.8668737280388	71.651372709132	86.3439557241072	181.670125297644	187.761777340829	168.785045969029	6.21214229817434
CSNK1G3	75.821883368774	77.8350496538812	68.9761123874154	71.8548055020301	76.58510203133	73.2627323520487	6.21163845084264
NDUFB11	71.3870157437539	78.4172236663514	72.5428050679061	65.1641584761055	69.4701364684612	76.7321439937069	6.21048302481327
CTIF	74.1749526646573	75.5726677952261	72.3728758846035	82.7636221665676	73.3320424825887	71.085265474069	6.21001001308267
MRPL37	73.9680676420025	76.8772309867605	70.9645301828269	55.4293001090662	61.0693663175899	62.9657044331644	6.20744711836839
DVL2	73.0325991604904	68.8114766285721	80.2630349217702	67.0943542176337	65.6449455568818	70.9843552876698	6.20723659061122
ZNF320	70.6253002702289	72.9173351046162	78.2058553518454	61.2243050381021	75.3240696165228	75.4780762403041	6.20650261497246
NUP214	76.0171097934196	68.6618626059006	77.0010109306405	99.4411804195945	74.6914017066163	66.7285544889554	6.20549827995938
MED12	75.821883368774	68.8807811366359	76.8518963701291	105.62158090739	87.0262857105094	77.6404933168548	6.204860313548
KCTD16	80.7331553738611	66.5942541904087	74.5057388129744	130.74866308948	133.837685701883	125.330053817407	6.20389827434735
ETFA	75.423050700511	75.8019004034171	69.8401948728649	52.6433501939675	62.9158183798848	69.5710782297493	6.20236046429341
LRRC41	74.7359359428319	72.4525313830071	73.6382870519767	80.6236083767781	78.6983982779904	80.8521748790752	6.20169285408006
SORT1	76.0903235213278	77.7694182308293	67.2196023995381	107.264794876005	81.0225299223047	79.5380054782025	6.2005274122762
TFDP2	71.6268890371369	76.8772309867605	72.1538290952281	64.859596812838	59.1728969136692	65.5746229817238	6.19997263306559
TWIST1	72.8718299828905	68.3213104882552	79.6968343807951	49.0005053961535	51.4806013541462	61.2842666445423	6.1993345245329
ANKFY1	74.7901800059292	71.2817121019443	74.3446616820206	101.180146720266	79.6073171851878	71.5568281861252	6.19879809429873
KLHL24	73.2525746069589	73.4025523790553	73.5502411674677	71.9095774325205	84.9047342054259	95.8475730965519	6.19774135110343
BCL7A	75.2690655861371	73.0729165079559	71.7661722751423	66.34529924184	61.6978302780005	62.8048533644977	6.19682737034312
KEAP1	75.3934834902135	78.2869804003347	66.793662928718	79.8417914667757	77.6404933168548	82.6742639473655	6.19623591605077
DYM	73.9182712755447	76.321146067695	69.8401948728649	59.8315734616791	63.1052762539532	66.0357201083674	6.1959519071975
RRP7A	74.7901800059292	69.6810003364296	75.6021013273465	59.4973834435944	60.7909978799771	58.3266049002835	6.19594160330897
ACAA2	73.7138865717303	76.0322554344712	70.2927241286963	71.735875883649	73.8884018780413	79.4132403078529	6.19590255523173
RBMS1	74.1059447013298	67.3493838294796	78.8281941896649	77.7597993601263	88.7473322862974	91.912695141487	6.19525001181508
NIPBL	80.2833656811984	78.3427207694133	62.5444307503074	162.769023051174	89.5635526896804	64.0714624768903	6.19518868080854
MIER3	81.6837012314953	62.1658912873935	77.1303323930542	65.550182335613	63.4639420283931	80.8521748790752	6.19308469399581
NT5C3B	74.3953519797295	74.6160855200214	70.4951459494744	63.2694044793102	69.420883833397	76.8824523835217	6.19266912371121
USP32	72.1538290952281	74.400433803297	72.7378809393695	102.333644713325	89.7808001713485	88.5988098256975	6.19162605763089
IMPDH1	75.821883368774	68.1522654582765	75.5335062899514	55.7561161609344	59.0131203604404	60.5722105109876	6.19142565024049
RNF216	75.0248256936446	71.0749581054483	73.1229861528197	73.9488160185639	75.6425039186553	73.7531839795042	6.19093955922963
EPN1	76.9817815796682	72.0101244045483	70.2927241286963	95.0239404326696	70.3122621879532	75.4084503598129	6.19062548998647
BTBD7	83.915901265939	66.8742755204391	69.2917789498105	98.3496377245911	71.9400855132255	73.7531839795042	6.18962135027542
GTF2F1	71.0148620157137	74.855237354903	73.1229861528197	74.0272553949364	73.5984443584242	79.7815656149911	6.18944450539602
MTOR	69.3564418489138	72.1388816282401	77.6404933168548	83.2812528128486	78.872800334125	72.7680375023908	6.18913350444243
PCBP3	68.9012583372643	73.738360710238	76.4306449817013	76.1893733170024	73.8884018780413	70.0993191398543	6.18896038820979
KPNA3	78.8281941896649	75.8019004034171	64.9488225475905	80.6236083767781	69.2218915315995	59.8315734616791	6.18867779987402
NDUFS2	71.1703104672606	74.3102714928542	73.3719101401064	65.33973251377	74.400433803297	75.0248256936446	6.18861643287832
CYC1	70.6958180183584	74.6160855200214	73.5502411674677	63.7129215871381	62.6044653220646	68.8860090813716	6.18854196941447
PPP2R4	72.5326200473039	77.1754457201144	69.1413067999235	74.9146947812306	75.8727108829906	74.9050645774102	6.18736800981581
SLK	75.3934834902135	70.138892704692	73.1229861528197	71.2664603757333	75.083934898156	73.4619900039181	6.18692125293693
NIPA2	76.2049133334601	75.0248256936446	67.3993357755039	54.1217074119765	64.8048117667074	66.793662928718	6.18525691305834
TMX1	69.9309087255851	75.6021013273465	72.8718299828905	51.834552589724	68.3914242569181	66.34529924184	6.18516736397985
CTC-503J8.6	75.2690655861371	71.5568281861252	71.5072451843775	109.216198978137	93.7917989712826	88.7828033265121	6.18500673697958
YARS	69.0261764364656	74.6160855200214	74.6411976044534	62.3904511916316	62.6698241158273	69.090685222377	6.1841288887383
RCOR1	73.6382870519767	73.0325991604904	71.3769533444124	76.6305120703204	74.6914017066163	76.7321439937069	6.18341308352364
IFIT5	76.6509209043678	74.7452389787839	66.9438800749945	56.3566725451432	59.0131203604404	65.9955074261191	6.18300708972852
CDC25B	68.5764098842159	75.6324377026516	73.8884018780413	80.7331553738611	65.1342661524047	73.3617398036271	6.18261656898658
CPSF4	61.8969531624278	69.110751153551	89.5538929267541	72.6521730644278	75.2690655861371	74.7952513864414	6.18243966253855
NARG2	74.4956754714919	74.1059447013298	69.2917789498105	64.1112174909667	67.2245553971249	59.3985977984256	6.18173814576822
MMADHC	77.3506416935989	77.8350496538812	63.4738745656123	56.5919568189953	74.2446560107557	78.60280720648	6.18126013731433
NBN	71.2767372813951	76.0322554344712	70.4951459494744	47.6491934409299	56.1511899966413	61.2343248556923	6.18111703106111
CMTR1	66.6442250346708	72.5428050679061	78.972890515363	64.3594223560824	75.3240696165228	68.9916520559352	6.18081805957003
