	C1	C2	C3	RA1	RA2	RA3	med
ZNF627	32.7762912350356	35.1462236987751	34.5572727195636	32.3166361028279	36.4313378322812	40.711755794858	5.093598650684
PKNOX1	38.7153079263003	32.9215506633677	31.2177953568402	36.350554208984	30.1205122546043	33.9690708570168	5.09336311605625
CREB3L2	31.303049893097	36.8298614253056	34.4819984947605	55.6707522424773	43.3951865314581	37.324114097989	5.09293562439801
SOCS2	33.1763394468816	34.3022778775043	34.9007318722095	20.1259500655152	22.6671107482526	24.8764070867767	5.0925002238658
NT5C3A	33.2412875541943	34.4819984947605	34.6420711951408	24.6275623630051	27.0317549226613	27.5258735401175	5.09237637658321
NR2C2	34.4319980664093	31.0779943081529	37.0961324780166	43.2562709185762	39.3048301759854	43.3951865314581	5.09223212322172
SLC8A3	29.2807731670014	38.5161503370402	35.161557387645	49.3584849463595	48.0430509417492	48.3683489544094	5.09173347326328
EXD2	30.859136392422	36.7005115921434	34.9805541617999	27.9853250403419	35.1907928841354	34.7906479733421	5.09127843036897
ZDHHC13	31.3679967502267	33.9890969585657	37.1506710638015	27.2758531663974	36.9850160530137	38.3768598797963	5.09117932835186
TIMM8B	35.1412430097493	35.8864489618662	31.3679967502267	27.7211442009579	32.1623777700104	33.4499194308694	5.09056069257668
STXBP1	34.0937456298439	35.2765722582005	32.8707075142573	99.8447179794229	49.8662728590761	40.1267828576145	5.09026809504369
PDLIM4	33.5198003949228	34.4819984947605	34.2031505126186	21.0596193361897	22.167520105357	22.7565713928119	5.09025681838522
CLMP	28.3145111884509	36.0814959901477	38.6657895496788	18.5945340477763	21.9371235126856	22.9753589863559	5.08988091250751
NAA30	40.0421373095006	30.4795656610316	32.2871714748267	30.9788699970465	30.3396897163378	35.6814100222493	5.088702223366
SCN8A	31.0779943081529	32.9661002935609	38.4066545813553	51.4551635502184	43.4551678797944	36.0110260153881	5.08800574036686
TOMM7	35.3007947238195	34.2631285154668	32.5273841427255	26.1969606430146	30.1205122546043	33.9690708570168	5.08793221362099
RCCD1	33.2412875541943	31.2480411578571	37.866919053133	28.3896215650177	28.5444538298179	26.8168726210306	5.08782144929926
BCL2L13	33.754174657445	35.8864489618662	32.458015682329	33.8141521607179	33.8141521607179	36.9342386296966	5.0876214013309
GRN	30.7885062852785	35.4609591038844	36.0110260153881	38.3967909311191	40.2616866981291	39.783605783974	5.08761547428064
GOLGA2	33.4600621378503	33.1362240602322	35.4317087390275	40.8306329185368	40.6317052577551	40.1267828576145	5.08722488869009
MAP1S	39.5897712593284	31.178125887611	31.8020248563676	50.8040012975604	35.9963514161135	36.1409432928214	5.08685495091819
CDR2L	35.9562150550039	32.7063750286746	33.3056773360689	39.4251772394976	33.6892539828804	38.8692985010187	5.08578847960531
ARPC4	33.3056773360689	35.6609142197943	32.9765474841641	34.601836829318	37.3989124818168	36.5205844160023	5.08577881935886
MRPL33	33.3503080486132	36.3713628708748	32.2871714748267	25.3505247617019	31.3679967502267	32.458015682329	5.08574947227343
PDHX	33.6194546010402	35.0812642842649	33.1362240602322	27.2758531663974	34.4819984947605	33.4499194308694	5.08473018683854
MCCC1	33.9841455264797	34.6321297731519	33.2008966636849	17.9557669349324	18.7388542986377	17.0676105120322	5.08465981693857
PSMG2	34.3325009681799	35.4609591038844	32.0772838496045	26.4368594734758	34.3374426751888	32.7267621694789	5.08438092769495
LDLRAD4	35.0812642842649	33.3056773360689	33.4204115817403	23.1950554600649	20.450220245801	22.2175300474999	5.08432754973951
PIBF1	35.5311873904912	34.0890420700229	32.2170852977479	31.9365918139505	34.5214834546696	31.9365918139505	5.0840014079836
FLII	34.3325009681799	32.1576842441537	35.2815133017617	48.0334551864538	46.1058698156378	46.5349871980685	5.08314506678926
SLC33A1	32.0772838496045	34.4819984947605	35.2013054463587	28.7838333454215	36.3307769589288	33.6593230575032	5.08293619853669
FGD1	34.2631285154668	32.7762912350356	34.6420711951408	43.4051773667843	35.4416017215193	34.3720186231014	5.08253965955803
MGST3	30.5694220520594	37.1306331708357	34.2725221099907	31.9365918139505	33.2462611902266	38.202252279817	5.08251194730307
YAF2	33.0563886289521	36.2358431929848	32.458015682329	38.5652707933662	44.2220494242366	43.6790598436665	5.08223522479107
SRD5A1	34.9706907578031	35.0812642842649	31.6820683155994	31.6375846930405	34.7807712789056	35.2361842499828	5.08209928068054
BCAS2	34.756467721354	37.6823621716319	29.6752609126903	26.0429912724082	30.050358869652	32.6563198914377	5.08207195788892
JMJD4	33.2412875541943	33.1362240602322	35.2815133017617	30.2199809641334	33.1263104528389	36.0814959901477	5.08202740169897
GOPC	37.244745978528	32.0121265613091	32.547230169167	32.1527035745281	30.289894317681	34.6519421395481	5.08132483264003
LCMT2	36.5805602598987	29.9302052724875	35.4317087390275	32.8406458145374	31.667464671446	36.7005115921434	5.0811682240867
RNASEH2B	33.9841455264797	35.2215354101795	32.3969129198718	21.0596193361897	24.5226733071675	25.5294828280707	5.08098676063006
ZSWIM6	31.4279743282376	33.6640217845044	36.5805602598987	47.0104246328967	33.8840356965039	31.7472747008698	5.0800394287733
RPS6KL1	29.2463556958423	34.6920351272423	38.1266804388511	28.6190558256056	35.6709046729059	32.5373328789287	5.07981551729303
ASF1B	33.0563886289521	35.8864489618662	32.5869614337934	29.7349370172855	30.8391208150154	35.4416017215193	5.0794824707419
SRRM3	32.8858453164255	33.0256641379052	35.516380034051	37.5771282204531	32.5422811477822	31.5578513474042	5.07844105247461
NIP7	35.2114189754328	32.82631877956	33.355280142073	21.5877097001366	22.7761678155033	26.1177246982748	5.07819859391689
ZNF827	34.7956383852338	33.8740946537565	32.685980557045	76.6305120703204	56.4908473519676	50.1563525493357	5.07784837568575
TAB1	32.8858453164255	34.8407516456229	33.6194546010402	31.6375846930405	27.97592294585	30.2296305451628	5.07777436940122
PSMD5	34.8407516456229	33.7588708915241	32.7267621694789	34.8459274252868	30.8845084698871	33.3056773360689	5.07743252046498
NGDN	34.0337682376713	33.9241685261122	33.3056773360689	25.0360767500245	28.1355869431198	28.9975608251012	5.07694425299271
NOL7	37.244745978528	33.3056773360689	30.9788699970465	26.0429912724082	26.7717586846821	26.4418218142684	5.07662461667631
QSOX1	31.3679967502267	34.9706907578031	34.9805541617999	36.9800692164005	42.2732874904962	35.6814100222493	5.07592570663092
COG3	35.271631906614	31.038847115846	35.0306707368055	34.8459274252868	36.2460782577881	38.0366999232588	5.07566206496193
BLCAP	31.4879517618988	35.785922224411	33.9789590854328	56.4662153754562	53.4024938209892	57.9012863718599	5.07487267236543
RGL1	33.1763394468816	31.736819477835	36.350554208984	46.5203843573575	50.6643208935124	50.7243001123652	5.07469130437063
TRMT10C	34.8954729644545	33.7134975832441	32.5273841427255	21.8474424360235	27.4716036052928	26.9574074268305	5.07460176075801
ADAMTS7	30.859136392422	32.7063750286746	37.9065963089391	73.2627323520487	61.2343248556923	52.303661187437	5.07450092069911
ACBD3	38.6553294393571	30.6293993906401	32.2871714748267	33.2854131623795	36.1205151804681	42.2287540780653	5.07410991811841
FANCL	34.3325009681799	32.5273841427255	34.2031505126186	26.7070877249539	35.4916856934176	33.8141521607179	5.07371442177737
PLCB1	33.3503080486132	34.2031505126186	33.4600621378503	9.46464799027079	11.1064764561737	10.1487596944481	5.07335123898211
PAPD4	32.8858453164255	33.9241685261122	34.2031505126186	30.6293993906401	35.6263726414225	35.4416017215193	5.07323123854131
MBD4	31.8766131669635	34.5419776308106	34.6420711951408	33.754174657445	35.3717316578332	37.63676001654	5.07305283709857
SAMD8	35.6109268581064	33.5544392963509	31.8667396584958	43.0253787130635	42.1286813189986	38.6657895496788	5.07221978063736
SNHG6	33.0563886289521	33.8740946537565	33.9789590854328	24.3131315939504	27.1863916404066	28.0353555398327	5.07184581703005
NELL1	26.6471129974925	32.7063750286746	43.6444494816394	6.83266560813048	8.33065197418152	8.39059786636245	5.07171119337614
UTP15	33.9841455264797	31.5030926871746	35.516380034051	20.8797240594153	23.1349583185443	25.0108617174495	5.071541381408
GRIA2	30.4994365439054	31.8473973316292	39.1397877227229	26.7070877249539	29.6403313067828	26.5767626385729	5.07145942733031
SPAG7	31.4279743282376	36.7005115921434	32.9265301021695	32.746056985811	36.710378649363	35.4416017215193	5.07096140998314
GNPDA2	35.6109268581064	33.3056773360689	32.0069470229952	23.5341066105699	26.5365515545206	29.3704811821989	5.07075248828378
RFX3	38.1266804388511	33.9241685261122	29.336067979052	56.2615586596104	38.3768598797963	31.9365918139505	5.07052472693626
CDIP1	35.6109268581064	33.1362240602322	32.1477236763222	37.3290751031003	29.9901831498798	33.9690708570168	5.0704100235883
ITFG2	31.1181478371152	33.0256641379052	36.8298614253056	34.3423850934906	35.936187931692	31.3679967502267	5.06933467361814
PCYT1A	34.0937456298439	32.1576842441537	34.4819984947605	30.2199809641334	28.8235403240867	32.0069470229952	5.06876610045186
DCLK2	33.6194546010402	33.375048232619	33.6843116719255	43.7340424101137	48.0430509417492	46.0763701527492	5.06864244844953
KDM4A	34.2031505126186	33.9241685261122	32.547230169167	49.2394983823894	38.8640575778174	36.0110260153881	5.06825391118731
TULP3	33.8790648105085	32.2170852977479	34.5572727195636	38.3221885255851	40.3315216215926	40.9213150070973	5.06766455934758
OSBPL10	34.8407516456229	32.3216052187205	33.4600621378503	120.430018207909	121.472942853005	119.873787797189	5.06716633588541
DPY30	33.8790648105085	35.8315565984682	31.038847115846	26.1969606430146	27.2860182491118	31.7967981269578	5.06716134227359
SCCPDH	32.7267621694789	34.756467721354	33.071273353494	31.7125081833415	34.9706907578031	36.0814959901477	5.06637174174064
PPP1R9A	32.7762912350356	31.4279743282376	36.4809883539635	24.6275623630051	23.7743952730567	24.6024946870332	5.06587700160056
GGPS1	35.8812027871565	34.9706907578031	29.9302052724875	31.178125887611	35.1907928841354	34.0937456298439	5.06558700112539
AFTPH	36.5205844160023	31.0779943081529	33.071273353494	30.0349816962138	32.5422811477822	36.4313378322812	5.06532204361996
PRDM2	36.0417334599263	31.7967981269578	32.6464075136357	50.4837945128039	36.5805602598987	37.9812072769478	5.06375280819052
PEX1	30.9788699970465	31.736819477835	38.0160961505317	28.1202156673812	34.5721511723793	30.7537952584954	5.0632789167599
DUSP6	34.4319980664093	32.5869614337934	33.3056773360689	65.4758643345933	80.8622486025014	92.5052463788019	5.06319904778601
ATF6B	29.9901831498798	33.375048232619	37.3290751031003	40.1218584187534	39.4301180483976	34.4319980664093	5.06311476760415
REXO1	34.4319980664093	32.3216052187205	33.5544392963509	42.9660476386367	36.3307769589288	32.8055026284442	5.06284556198713
MLLT4	31.9417801173958	31.3080190270429	37.3290751031003	47.1300111858277	41.7641756707509	42.0086656783297	5.06268699718328
RPGRIP1L	31.3679967502267	34.5419776308106	34.3769574875427	26.2965996867141	33.5844553936587	29.8295686221274	5.06162341051961
TINF2	31.6971697854384	36.2358431929848	32.3969129198718	34.8459274252868	36.9240001701861	37.4489644715756	5.06113737518329
AKIRIN1	33.4600621378503	37.1306331708357	29.9302052724875	30.3701061385926	32.4674088305303	34.6221912041066	5.06081216654359
VPS16	33.3503080486132	31.736819477835	35.1264227638517	31.762635656324	32.9765474841641	34.9007318722095	5.06073286283099
PTPN23	36.0814959901477	29.1224758497706	35.3717316578332	63.1949370995531	37.324114097989	33.754174657445	5.06059110053191
CC2D1B	30.2646671157229	32.2170852977479	38.0719289605903	43.8033354129753	46.7299775214172	46.221012578286	5.05999080447049
TAF10	34.4319980664093	32.1076349368323	33.5544392963509	29.1715004654236	29.1913315597627	29.9604300831699	5.05965141184956
FBXO41	33.3056773360689	32.4476737912043	34.2725221099907	55.4803720563464	35.8812027871565	30.5694220520594	5.05890660798252
NEDD1	35.6761569608964	30.0401857146562	34.5572727195636	27.7211442009579	30.8845084698871	36.0110260153881	5.05887586553529
TSPAN7	33.5544392963509	32.2665976722558	34.2031505126186	23.8548069903613	29.0624995949556	27.1316023592199	5.05881953883537
BAI2	32.277061952317	29.8103282356613	38.4713165446852	23.1349583185443	20.6899963576936	19.9311448503864	5.05862966964722
NDUFA1	32.4773029087333	36.3713628708748	31.3080190270429	25.7090344528105	33.1263104528389	32.458015682329	5.05818377524212
SRF	33.9340719495416	34.6321297731519	31.4675701162343	45.381136808508	32.1076349368323	41.569886300615	5.05816524475547
EXOSC5	31.6971697854384	35.2765722582005	33.071273353494	17.3468047580383	19.0425213183508	19.9311448503864	5.05814243108434
ABHD10	33.4052687968736	35.421837449733	31.2177953568402	23.4642591112713	25.9934033030404	27.6812028655972	5.0576225531863
PPP3CB	37.443728683642	33.8141521607179	29.1715004654236	42.6472038487973	35.6709046729059	32.5373328789287	5.05756505571582
ID1	32.5273841427255	38.2372903522961	29.6752609126903	33.6692076477569	44.4830857778653	43.6152177265277	5.05722669873667
FAM172A	36.9493817322744	32.9661002935609	30.29457771976	25.7090344528105	27.6661180297852	32.1720364196889	5.057125779648
SCMH1	35.3717316578332	32.7063750286746	31.8667396584958	33.375048232619	33.2462611902266	29.1715004654236	5.0566681416469
ZBTB41	40.6517305650558	29.5803525377202	30.6293993906401	34.9254462612581	36.5205844160023	38.8046249529808	5.05621912619976
ASUN	34.9706907578031	33.9890969585657	30.9292838952327	30.289894317681	30.6293993906401	31.038847115846	5.05532534699228
PAK1IP1	35.4317087390275	34.5419776308106	30.0349816962138	22.4872402754584	23.0750667319834	22.4772747300742	5.05527326535425
RP11-22B23.1	30.3498716382776	30.5250358617262	39.6693155750594	38.8345372978286	33.5844553936587	32.2614171941978	5.05516373202191
RP11-427H3.3	37.2892992200337	31.6574890929807	31.0826779043731	91.2871582611209	73.5984443584242	57.5026483783573	5.05440120190944
NDE1	37.0406306227886	30.8138242879171	32.1477236763222	44.022416714233	33.5844553936587	34.5523334955041	5.05439575923132
ZNF780A	38.4363491747682	29.6752609126903	32.1477236763222	30.4895868924205	31.8667396584958	35.8263909435308	5.05407763192473
CNTN4	33.754174657445	31.178125887611	34.8407516456229	24.8714362767209	25.7442459509906	24.1632195020269	5.05405339564757
AKAP8	32.9765474841641	33.6640217845044	33.0256641379052	34.2631285154668	34.8407516456229	31.842204113949	5.05400658804633
ZNF566	36.4313378322812	29.9302052724875	33.6194546010402	26.2965996867141	26.2266635460075	29.077112396575	5.05395425104256
CD3EAP	36.7448335131194	31.5776070572272	31.5776070572272	12.384369387336	13.1720330500038	13.3574151683801	5.0537097987048
CDC16	34.601836829318	33.1362240602322	31.9417801173958	53.4171045775543	36.0720715411021	35.3717316578332	5.05349561334032
SHQ1	34.6519421395481	33.9890969585657	31.0826779043731	25.2059359549616	27.8963777433404	29.3704811821989	5.05330111118478
NAPG	30.7885062852785	31.5030926871746	37.697832986357	29.4004554333925	35.1907928841354	32.458015682329	5.052717073826
ZNF738	28.922682122884	33.6040436486962	37.5871341147389	32.227048833942	33.9340719495416	32.6563198914377	5.05228646523871
ZNF649	33.0563886289521	33.6640217845044	32.82631877956	29.9208301076202	26.6971316770314	33.9043922235222	5.05225797343157
HSPE1	34.601836829318	34.3022778775043	30.7587241477768	17.0471893620933	29.3457116146473	25.46011976188	5.05197765177231
PMAIP1	34.3720186231014	34.1332944111271	31.0826779043731	29.1715004654236	35.800836466035	40.0618533810911	5.05143644473902
TYW1	29.8600716863832	35.9963514161135	33.9137957458713	27.9853250403419	33.5844553936587	29.450011658969	5.05124162033356
RERE	35.4814879112829	31.9365918139505	32.1477236763222	68.3612012141603	40.0079445286427	27.2057161467402	5.0509259139141
BCKDK	33.7844165710884	31.8473973316292	33.754174657445	35.3766777166879	34.1536883350865	35.1761720986275	5.04946121494165
PPP1R8	34.0337682376713	34.4220192208789	30.9788699970465	27.2057161467402	27.7211442009579	33.0063233483444	5.04912247691027
AAK1	31.2381037909063	35.0812642842649	33.071273353494	86.0604933465352	78.5739625883641	65.0338690573312	5.04845683445581
TANC1	36.4313378322812	32.5273841427255	30.5046239658047	76.9867431848623	55.2901886402154	44.4428349266906	5.04721567039471
PCNXL2	32.5770157691242	34.4220192208789	32.2170852977479	39.8640608943829	36.3307769589288	34.3720186231014	5.0469321478785
TMEM14A	32.0772838496045	37.2152916368725	30.2494913031661	22.1174341678044	28.7337927305983	29.2513097681207	5.0467142313314
ELMO2	34.4871763621318	33.6040436486962	31.148374683726	44.5530135962991	40.9213150070973	38.9835578170919	5.04654534313783
WDR70	32.5770157691242	36.0814959901477	30.6940609117617	26.8364315773962	32.9765474841641	28.2195515915613	5.04628580767626
ACD	32.5273841427255	31.5030926871746	35.1264227638517	28.7087793397481	34.2631285154668	36.3557954407933	5.04516307258735
CCDC90B	35.0812642842649	35.6609142197943	28.7635653470935	30.9788699970465	34.8407516456229	37.8317058205828	5.04502374313521
UTY	32.1670719809034	32.5273841427255	34.3769574875427	33.375048232619	44.7015384807438	37.1455029926279	5.04482185855868
CMTR2	36.9493817322744	31.178125887611	31.2177953568402	31.0779943081529	35.6709046729059	40.9813660186015	5.04474579171846
VASH2	34.3325009681799	33.0256641379052	31.6820683155994	37.2497043428819	29.6903717151311	27.9659830157564	5.04420444542346
CHFR	30.859136392422	33.1362240602322	35.1264227638517	42.8466011035653	44.2732623864591	40.4613249619256	5.04414928270215
SLC41A3	29.9901831498798	31.0779943081529	38.5213781834999	33.6692076477569	34.885270439967	31.0779943081529	5.04394244533369
EIF2B2	31.7472747008698	34.6321297731519	32.5869614337934	30.5595207879058	33.2462611902266	35.8812027871565	5.04294099399238
CENPA	38.4363491747682	30.9188927331029	30.1205122546043	30.6893765822033	27.7759364885006	37.5271555189236	5.04249685171128
CLPP	33.8790648105085	33.7588708915241	31.2574094832502	28.3896215650177	29.0025231885724	30.9240878777109	5.04188106845829
MAN1B1	33.9340719495416	31.8970269187097	33.0256641379052	32.0069470229952	30.8391208150154	28.3744856874624	5.04184279169353
SBNO2	34.1536883350865	30.0401857146562	34.8407516456229	41.6600759813759	38.7748006323576	33.4499194308694	5.04183171735579
ZNF333	29.7998922689562	31.5030926871746	38.0719289605903	30.1501488604878	36.0720715411021	32.6066927197841	5.04177084456606
GID8	32.6066927197841	33.7588708915241	32.458015682329	35.6912899663169	33.5101553037136	32.2614171941978	5.04159795232765
AXIN1	33.1161098316136	32.2170852977479	33.4600621378503	35.0812642842649	32.3166361028279	35.1761720986275	5.04119453204343
CDO1	33.4600621378503	34.3423850934906	31.038847115846	11.2863307583294	15.3535376691455	17.4819125838748	5.04076320665411
EEA1	33.7844165710884	36.2358431929848	29.1271703746142	34.4871763621318	30.3396897163378	25.3951152464866	5.04064174861998
RAD54L	32.1670719809034	30.5746320107526	36.2306011167127	42.4427603676185	33.0662991063299	31.2381037909063	5.04030426068238
DIS3L	31.4279743282376	34.6321297731519	32.7267621694789	23.4642591112713	30.289894317681	28.4448546553038	5.04013851983173
PLK2	27.5461710200564	36.2358431929848	35.6814100222493	370.147693775078	446.320907075771	466.29585384025	5.0400753908392
LAMTOR1	28.254536541689	36.8298614253056	34.2031505126186	30.0349816962138	32.9765474841641	32.8759354613622	5.0397573329995
NSF	35.1412430097493	33.6640217845044	30.0605354698023	36.0866626694354	35.4916856934176	34.9706907578031	5.03934258642524
C7orf50	32.1425423186578	35.0151643207563	31.5776070572272	26.4368594734758	27.8460798311195	28.3145111884509	5.03905001149052
RIC8B	32.8858453164255	31.7967981269578	33.9789590854328	36.350554208984	33.8840356965039	34.7906479733421	5.03892473105662
ZNF606	31.303049893097	31.3679967502267	36.170624386643	37.3290751031003	35.4416017215193	35.9613815502838	5.03873313734424
IFT81	32.6513633263838	33.5544392963509	32.3969129198718	32.0069470229952	37.1010710575695	36.7396701825271	5.03842917058518
C11orf82	36.4313378322812	31.736819477835	30.6293993906401	26.5819498689237	27.2364527985235	30.9240878777109	5.03734629729557
FAM50A	31.6375846930405	32.9661002935609	33.9137957458713	31.0779943081529	33.1961996410375	33.754174657445	5.03675974934397
THOC7	33.754174657445	34.6321297731519	30.2494913031661	24.6275623630051	27.7211442009579	25.9495678029633	5.03662407360089
MTRR	32.6066927197841	29.4453285039186	36.8298614253056	24.8220222466767	25.6594425654778	27.7563656159019	5.03662237975453
TCEAL4	31.4879517618988	34.756467721354	32.2871714748267	23.3348778793644	27.4059245205527	30.5694220520594	5.0362755761825
MTIF2	32.4277794261653	36.300900746654	29.980208031693	22.2175300474999	29.0025231885724	26.7670622951543	5.03567675351602
TOB2	37.8466177482345	28.5444538298179	32.6464075136357	52.0290369324354	30.549622730716	39.913430923235	5.03536112061557
C16orf58	31.1181478371152	31.178125887611	36.350554208984	34.4319980664093	37.3989124818168	35.020152592398	5.0353506827582
FNDC3B	36.9493817322744	31.3080190270429	30.4296095187013	45.6401788347223	42.3585714952298	38.7153079263003	5.03444751884545
ZNF358	35.6109268581064	32.0121265613091	30.8287180047433	41.0121303858564	34.4319980664093	37.697832986357	5.03366589516764
RHOU	33.9340719495416	34.5419776308106	29.980208031693	23.9149278188754	22.318018880323	26.0481713825125	5.03362664017734
SGOL2	37.9463180295663	32.5869614337934	28.3348478731583	38.9935242149566	31.3679967502267	32.2614171941978	5.03220549405457
SRRD	34.4871763621318	31.0779943081529	32.685980557045	29.2513097681207	28.3541434305901	31.4378963435377	5.03213655810972
CDK8	33.9340719495416	34.6321297731519	29.7503062848288	26.4368594734758	27.5412242333801	26.0481713825125	5.03117815854008
AMH	33.0563886289521	28.5994412690222	36.9701933779949	36.710378649363	30.6293993906401	29.7503062848288	5.03102098570948
CEP89	31.8072524449425	32.1076349368323	34.2031505126186	39.1745093805592	40.6317052577551	39.913430923235	5.03072855323968
PLEKHA3	35.2114189754328	31.736819477835	31.2574094832502	32.3166361028279	28.5444538298179	29.6752609126903	5.0307278080004
UTP14A	32.8858453164255	32.5273841427255	32.6464075136357	23.4642591112713	23.4548148487635	25.6440088361246	5.03061002918247
UGGT2	29.9901831498798	32.4476737912043	35.8864489618662	31.178125887611	38.6056058852716	33.994049112067	5.03060961451948
CHMP2A	30.4994365439054	34.2631285154668	33.355280142073	28.7087793397481	31.4378963435377	37.0911945558454	5.02971297357788
SPOPL	33.9841455264797	31.5030926871746	32.547230169167	27.0768147787373	31.4378963435377	30.1303765158374	5.02955812420156
PHF23	33.6843116719255	30.4197061829864	33.9789590854328	34.1932723440021	28.7337927305983	34.0937456298439	5.02916965976412
NCOA3	33.4600621378503	32.2170852977479	32.2871714748267	92.0723990051741	96.5357158042975	89.2851776898411	5.02900381546837
NPTN	30.7091682127379	32.9661002935609	34.3769574875427	29.2513097681207	35.800836466035	33.3056773360689	5.02895960687044
RBM18	35.8812027871565	34.9706907578031	27.671311109024	33.4548797523932	33.1263104528389	35.8263909435308	5.02784994421021
GSTM3	31.038847115846	35.5410585379806	31.4675701162343	24.0885710743508	32.5422811477822	30.5694220520594	5.02773722909257
POMT2	33.1161098316136	29.2606866934401	35.8212260332998	38.4809675682183	32.1623777700104	31.7472747008698	5.02769861231838
KHNYN	31.5479848911448	29.9302052724875	36.7396701825271	48.0334551864538	54.1609626939674	56.8733703163851	5.02742433005023
SHF	32.8159090534607	30.4197061829864	34.7468405754358	33.8740946537565	33.6546249863367	37.5871341147389	5.02735590189427
FIS1	31.8072524449425	35.3465975970091	30.8287180047433	33.6692076477569	32.7267621694789	35.8263909435308	5.02699542909262
ZNF107	31.4879517618988	31.5776070572272	34.8407516456229	32.1527035745281	33.9340719495416	29.1715004654236	5.02675393240418
EBPL	32.6066927197841	36.9289956390657	28.7635653470935	25.5994695397824	25.2612076569546	25.1458679600158	5.02664964713811
MRPL44	34.3720186231014	34.8407516456229	28.9179842115354	25.0360767500245	29.6403313067828	32.2614171941978	5.02658720158836
ACOT7	34.2830046092902	32.4476737912043	31.038847115846	43.7340424101137	30.4795656610316	30.6293993906401	5.02515595503159
LINC00665	33.1763394468816	31.6574890929807	32.82631877956	32.1527035745281	26.0675353183231	25.8588559094002	5.02444626763392
ABHD17B	32.5273841427255	35.9461140205809	29.4807657421914	27.8963777433404	29.7998922689562	33.1456177474969	5.02434963447024
ENTHD2	30.6893765822033	29.1913315597627	38.4713165446852	37.5771282204531	43.2260150869332	35.6814100222493	5.02428228216555
ZFYVE27	28.922682122884	32.4476737912043	36.7005115921434	33.6692076477569	36.710378649363	32.7267621694789	5.02396695260406
ALG5	29.8600716863832	36.7448335131194	31.3679967502267	25.7090344528105	32.277061952317	26.887010967951	5.02361224201873
UBE3B	31.5776070572272	31.5776070572272	34.4819984947605	39.7989098791576	35.6709046729059	35.3007947238195	5.02314379108971
USP45	35.9562150550039	28.3541434305901	33.6843116719255	25.3505247617019	28.3541434305901	28.7531456490829	5.02255394662768
DNAAF2	34.7956383852338	30.6940609117617	32.1477236763222	21.8474424360235	28.3541434305901	32.5373328789287	5.02245562619584
PPM1E	32.4277794261653	31.4279743282376	33.6843116719255	38.3221885255851	34.0937456298439	34.2031505126186	5.02238020844867
RNF5	32.1425423186578	34.2031505126186	31.2177953568402	26.9068340853398	34.2631285154668	35.0965963975655	5.02225540153088
BIRC2	32.1425423186578	33.7134975832441	31.5776070572272	33.6692076477569	39.1947408998838	40.2413838760129	5.02083216103606
ZNF71	31.7472747008698	32.1076349368323	33.5544392963509	37.7369776705978	34.2631285154668	37.63676001654	5.02061236155943
SLC25A22	31.038847115846	33.0662991063299	33.3056773360689	32.5869614337934	30.6893765822033	32.0069470229952	5.0203296540655
SNAP47	32.0069470229952	36.300900746654	29.4004554333925	27.4862510203551	33.2462611902266	33.2008966636849	5.02000440240829
PRR12	35.6109268581064	27.2260432955981	35.161557387645	72.3928211614887	37.6124951424767	31.7472747008698	5.01903019211838
KIFC2	28.5345028226889	29.0072165346746	41.1813314573144	31.7125081833415	31.667464671446	32.9611418654671	5.01896468353484
TM2D3	28.9083195695423	34.6321297731519	34.0232850164616	30.6293993906401	33.4355612309114	30.6293993906401	5.01863419570393
HRAS	34.2031505126186	31.178125887611	31.9417801173958	32.458015682329	30.4795656610316	35.0965963975655	5.01863081067342
INVS	32.8159090534607	31.736819477835	32.685980557045	33.5344036381475	33.754174657445	31.6872968127687	5.01833640531588
BRMS1	32.4773029087333	33.4548797523932	31.3080190270429	28.9975608251012	30.9738673519719	27.2057161467402	5.01798833281513
KLC1	35.1412430097493	31.3679967502267	30.8287180047433	39.6547250175221	39.6547250175221	39.8187156387207	5.01750593405896
TRIM41	29.360320869621	29.4453285039186	39.1898073297031	35.785922224411	37.4489644715756	33.5054544321189	5.01605642292286
PPWD1	30.4296095187013	30.6940609117617	36.2712932126098	29.980208031693	33.8141521607179	33.1456177474969	5.016015940192
EXOC6	30.9788699970465	34.8407516456229	31.3679967502267	25.9688512543809	29.1913315597627	32.7267621694789	5.0157126504319
PCK2	30.6893765822033	33.6640217845044	32.7267621694789	36.9493817322744	36.710378649363	36.5805602598987	5.01506734784154
NUPL2	30.4994365439054	32.3216052187205	34.2725221099907	22.5472059820476	29.5654667866547	31.2381037909063	5.01470602936016
PCYOX1	32.4277794261653	33.2462611902266	31.3080190270429	33.9241685261122	33.5844553936587	29.1715004654236	5.01424628449788
SUZ12P	28.3744856874624	32.82631877956	36.2306011167127	31.4279743282376	32.5422811477822	30.0401857146562	5.01414674709705
GOLT1B	32.0772838496045	32.2665976722558	32.5869614337934	21.7874745508308	26.2266635460075	27.2057161467402	5.01389085584363
ZDHHC8	31.303049893097	31.4279743282376	34.2725221099907	40.880832486046	29.6403313067828	30.6293993906401	5.01372972089974
TMF1	33.6843116719255	31.3080190270429	31.9417801173958	35.5015788484658	34.5721511723793	34.1833814915216	5.01327934884071
SNX4	32.4277794261653	33.7588708915241	30.7587241477768	19.4717876796328	23.3848507710694	25.3951152464866	5.01309227807089
RP11-656G20.1	28.6336502167255	31.3080190270429	37.5475497413672	44.3633582005818	58.2421624816861	42.0493029592545	5.01291562412248
CNNM1	30.6293993906401	35.2765722582005	31.148374683726	22.4474409700691	20.5398524710679	18.8734295687035	5.01285621075346
